TIME [min]      ID         DISTANCE [m]   
0               PG23       29280015.831951
5               PG23       29412996.439417
10              PG23       29547202.590297
15              PG23       29682406.560219
20              PG23       29818372.272655
25              PG23       29954852.894497
30              PG23       30091591.900252
35              PG23       30228323.233342
40              PG23       30364776.295155
45              PG23       30500666.799297
50              PG23       30635714.512864
55              PG23       30769632.870305
60              PG23       30902131.737306
65              PG23       31032914.451764
70              PG23       31161693.981249
75              PG23       31288176.102462
80              PG23       31412065.426790
85              PG23       31533081.332163
90              PG23       31650936.256250
95              PG23       31765352.696293
100             PG23       31876052.834110
105             PG23       31982775.727946
110             PG23       32085252.363711
115             PG23       32183234.004221
120             PG23       32276482.260253
125             PG23       32364757.607836
130             PG23       32447835.568656
135             PG23       32525508.108599
140             PG23       32597574.794683
145             PG23       32663843.645157
150             PG23       32724138.794811
155             PG23       32778301.332118
160             PG23       32826179.934681
165             PG23       32867639.076628
170             PG23       32902564.082811
175             PG23       32930842.530429
180             PG23       32952391.788334
185             PG23       32967138.987159
190             PG23       32975020.228192
195             PG23       32975996.980938
200             PG23       32970048.829604
205             PG23       32957161.681359
210             PG23       32937350.270221
215             PG23       32910638.455329
220             PG23       32877071.034175
225             PG23       32836706.523331
230             PG23       32789625.127112
235             PG23       32735921.820115
240             PG23       32675709.718183
245             PG23       32609118.193398
250             PG23       32536295.808373
255             PG23       32457407.013393
260             PG23       32372635.321565
265             PG23       32282172.098615
270             PG23       32186242.108888
275             PG23       32085065.016771
280             PG23       31978897.443276
285             PG23       31867999.283817
290             PG23       31752641.330932
295             PG23       31633122.812404
300             PG23       31509748.080923
305             PG23       31382836.714325
310             PG23       31252714.479164
315             PG23       31119730.718598
320             PG23       30984239.161972
325             PG23       30846606.585220
330             PG23       30707198.643681
335             PG23       30566405.981484
340             PG23       30424610.91081 
345             PG23       30282211.060709
350             PG23       30139606.110809
355             PG23       29997195.704921
360             PG23       29855383.199323
365             PG23       29714573.399819
370             PG23       29575164.316016
375             PG23       29437557.220831
380             PG23       29302143.860128
385             PG23       29169310.244178
390             PG23       29039433.082787
395             PG23       28912879.274176
400             PG23       28790002.441430
405             PG23       28671141.772094
410             PG23       28556619.289285
415             PG23       28446741.139363
420             PG23       28341790.343014
425             PG23       28242030.398082
430             PG23       28147698.846139
435             PG23       28059013.017529
440             PG23       27976151.807133
445             PG23       27899281.885286
450             PG23       27828530.064975
455             PG23       27764000.236451
460             PG23       27705752.902271
465             PG23       27653831.013455
470             PG23       27608242.286793
475             PG23       27568956.867751
480             PG23       27535914.509551
485             PG23       27509026.413826
490             PG23       27488174.113377
495             PG23       27473203.780293
500             PG23       27463935.412093
505             PG23       27460156.596844
510             PG23       27461630.287722
515             PG23       27468099.285047
520             PG23       27479266.609650
525             PG23       27494833.067386
530             PG23       27514464.912766
535             PG23       27537813.373408
540             PG23       27564515.988244
545             PG23       27594193.344819
550             PG23       27626446.929853
555             PG23       27660884.614998
560             PG23       27697089.100433
565             PG23       27734643.915850
570             PG23       27773126.500702
575             PG23       27812116.899478
580             PG23       27851189.587036
585             PG23       27889920.159992
590             PG23       27927889.521813
595             PG23       27964684.413597
600             PG23       27999892.670951
605             PG23       28033110.94413 
610             PG23       28063953.590666
615             PG23       28092036.603827
620             PG23       28116992.563291
625             PG23       28138458.535904
630             PG23       28156098.129080
635             PG23       28169584.270766
640             PG23       28178599.219510
645             PG23       28182848.305084
650             PG23       28182058.627539
655             PG23       28175970.748171
660             PG23       28164334.761419
665             PG23       28146936.677666
670             PG23       28123573.641918
675             PG23       28094058.305425
680             PG23       28058234.461922
685             PG23       28015959.945914
690             PG23       27967110.309292
695             PG23       27911593.623395
700             PG23       27849330.572742
705             PG23       27780267.372413
710             PG23       27704371.333918
715             PG23       27621629.065535
720             PG23       27532050.490319
725             PG23       27435676.143629
730             PG23       27332555.34899 
735             PG23       27222771.302769
740             PG23       27106421.901677
745             PG23       26983626.830117
750             PG23       26854538.828061
755             PG23       26719318.021867
760             PG23       26578152.795047
765             PG23       26431260.242067
770             PG23       26278869.030102
775             PG23       26121230.780467
780             PG23       25958628.139413
785             PG23       25791350.929919
790             PG23       25619715.917483
795             PG23       25444063.284046
800             PG23       25264750.121182
805             PG23       25082154.828655
810             PG23       24896664.843597
815             PG23       24708701.403663
820             PG23       24518692.615941
825             PG23       24327086.667137
830             PG23       24134347.222736
835             PG23       23940952.499204
840             PG23       23747395.210767
845             PG23       23554176.958179
850             PG23       23361817.723528
855             PG23       23170838.797729
860             PG23       22981768.84939 
865             PG23       22795154.515793
870             PG23       22611531.000084
875             PG23       22431444.859596
880             PG23       22255438.238645
885             PG23       22084049.599311
890             PG23       21917811.537506
895             PG23       21757244.354500
900             PG23       21602860.587108
905             PG23       21455159.084225
910             PG23       21314614.502663
915             PG23       21181683.896517
920             PG23       21056794.906934
925             PG23       20940350.461511
930             PG23       20832719.062124
935             PG23       20734237.769649
940             PG23       20645206.789427
945             PG23       20565880.535037
950             PG23       20496474.709614
955             PG23       20437166.098732
960             PG23       20388073.856782
965             PG23       20349282.186067
970             PG23       20320817.068398
975             PG23       20302669.891953
980             PG23       20294773.656037
985             PG23       20297019.665889
990             PG23       20309253.20701 
995             PG23       20331276.859926
1000            PG23       20362847.990909
1005            PG23       20403691.962395
1010            PG23       20453496.987045
1015            PG23       20511908.996859
1020            PG23       20578556.870772
1025            PG23       20653041.736978
1030            PG23       20734929.611231
1035            PG23       20823786.155081
1040            PG23       20919148.779713
1045            PG23       21020548.421493
1050            PG23       21127506.380183
1055            PG23       21239540.716775
1060            PG23       21356162.737943
1065            PG23       21476890.97842 
1070            PG23       21601245.198835
1075            PG23       21728752.256527
1080            PG23       21858947.099709
1085            PG23       21991377.020386
1090            PG23       22125600.961330
1095            PG23       22261195.899087
1100            PG23       22397745.607775
1105            PG23       22534865.040018
1110            PG23       22672182.985230
1115            PG23       22809337.260372
1120            PG23       22946004.336327
1125            PG23       23081868.756689
1130            PG23       23216645.057572
1135            PG23       23350061.729864
1140            PG23       23481880.325957
1145            PG23       23611874.677956
1150            PG23       23739850.547746
1155            PG23       23865632.032401
1160            PG23       23989066.841398
1165            PG23       24110026.143905
1170            PG23       24228404.165111
1175            PG23       24344116.084736
1180            PG23       24457102.169672
1185            PG23       24567317.798046
1190            PG23       24674749.691075
1195            PG23       24779392.269064
1200            PG23       24881273.882393
1205            PG23       24980432.474481
1210            PG23       25076929.711177
1215            PG23       25170840.739828
1220            PG23       25262261.715077
1225            PG23       25351303.836688
1230            PG23       25438094.71534 
1235            PG23       25522774.888614
1240            PG23       25605501.193998
1245            PG23       25686433.271867
1250            PG23       25765757.092119
1255            PG23       25843660.099802
1260            PG23       25920331.887139
1265            PG23       25995984.180632
1270            PG23       26070827.057267
1275            PG23       26145075.241183
1280            PG23       26218950.319542
