TIME [min]      ID         DISTANCE [m]   
0               PG21       21318171.076461
5               PG21       21410852.233469
10              PG21       21510387.954448
15              PG21       21616407.193467
20              PG21       21728512.797256
25              PG21       21846282.326192
30              PG21       21969288.364092
35              PG21       22097076.289162
40              PG21       22229193.759488
45              PG21       22365170.766718
50              PG21       22504533.965333
55              PG21       22646806.729609
60              PG21       22791502.709382
65              PG21       22938152.692999
70              PG21       23086273.428712
75              PG21       23235398.183087
80              PG21       23385060.945095
85              PG21       23534803.963818
90              PG21       23684176.560377
95              PG21       23832749.550653
100             PG21       23980099.521138
105             PG21       24125811.329990
110             PG21       24269500.322045
115             PG21       24410780.214888
120             PG21       24549291.629129
125             PG21       24684698.299820
130             PG21       24816673.381502
135             PG21       24944912.266151
140             PG21       25069132.265113
145             PG21       25189073.249249
150             PG21       25304494.277946
155             PG21       25415175.719315
160             PG21       25520922.745049
165             PG21       25621565.770302
170             PG21       25716948.416205
175             PG21       25806953.613379
180             PG21       25891474.735007
185             PG21       25970439.198744
190             PG21       26043787.169879
195             PG21       26111496.649441
200             PG21       26173563.282413
205             PG21       26230000.891620
210             PG21       26280861.382960
215             PG21       26326211.614512
220             PG21       26366144.361398
225             PG21       26400776.843746
230             PG21       26430251.433168
235             PG21       26454723.679519
240             PG21       26474388.350541
245             PG21       26489451.400710
250             PG21       26500137.912886
255             PG21       26506702.222711
260             PG21       26509413.025395
265             PG21       26508560.549298
270             PG21       26504447.825600
275             PG21       26497398.815980
280             PG21       26487752.486584
285             PG21       26475865.650890
290             PG21       26462101.155416
295             PG21       26446838.969917
300             PG21       26430465.324485
305             PG21       26413378.795234
310             PG21       26395977.221265
315             PG21       26378672.863019
320             PG21       26361872.311548
325             PG21       26345986.432774
330             PG21       26331423.6272  
335             PG21       26318590.661581
340             PG21       26307887.976750
345             PG21       26299707.165413
350             PG21       26294431.724768
355             PG21       26292429.486294
360             PG21       26294058.506341
365             PG21       26299658.216278
370             PG21       26309549.251351
375             PG21       26324033.975283
380             PG21       26343393.421136
385             PG21       26367876.508856
390             PG21       26397717.499077
395             PG21       26433121.265587
400             PG21       26474262.821011
405             PG21       26521288.187719
410             PG21       26574312.358341
415             PG21       26633425.404612
420             PG21       26698682.250545
425             PG21       26770108.580503
430             PG21       26847698.710361
435             PG21       26931417.340580
440             PG21       27021198.429789
445             PG21       27116944.855508
450             PG21       27218536.007719
455             PG21       27325819.234231
460             PG21       27438619.411084
465             PG21       27556731.188225
470             PG21       27679930.549289
475             PG21       27807967.549871
480             PG21       27940578.530153
485             PG21       28077477.854861
490             PG21       28218353.846099
495             PG21       28362896.323484
500             PG21       28510771.016432
505             PG21       28661634.404702
510             PG21       28815134.819347
515             PG21       28970905.799456
520             PG21       29128586.968433
525             PG21       29287798.770179
530             PG21       29448165.184778
535             PG21       29609313.391342
540             PG21       29770864.890771
545             PG21       29932434.567005
550             PG21       30093654.707767
555             PG21       30254151.751216
560             PG21       30413557.862591
565             PG21       30571508.411480
570             PG21       30727654.776668
575             PG21       30881640.390752
580             PG21       31033132.861296
585             PG21       31181799.355083
590             PG21       31327320.201749
595             PG21       31469381.729181
600             PG21       31607688.109572
605             PG21       31741949.838442
610             PG21       31871893.318759
615             PG21       31997250.045412
620             PG21       32117776.256669
625             PG21       32233227.605999
630             PG21       32343386.370893
635             PG21       32448039.192285
640             PG21       32546993.106377
645             PG21       32640062.705511
650             PG21       32727083.656813
655             PG21       32807906.416387
660             PG21       32882384.073954
665             PG21       32950403.487797
670             PG21       33011854.064236
675             PG21       33066643.644481
680             PG21       33114694.314971
685             PG21       33155945.289307
690             PG21       33190350.678206
695             PG21       33217877.797006
700             PG21       33238513.052532
705             PG21       33252252.311442
710             PG21       33259115.421493
715             PG21       33259125.751440
720             PG21       33252330.087886
725             PG21       33238794.085452
730             PG21       33218583.631536
735             PG21       33191793.014259
740             PG21       33158527.494797
745             PG21       33118897.575547
750             PG21       33073042.020861
755             PG21       33021104.637112
760             PG21       32963241.449317
765             PG21       32899627.051857
770             PG21       32830447.574397
775             PG21       32755892.350599
780             PG21       32676177.359511
785             PG21       32591520.168669
790             PG21       32502146.305347
795             PG21       32408303.860731
800             PG21       32310235.324220
805             PG21       32208205.180087
810             PG21       32102476.300971
815             PG21       31993322.341014
820             PG21       31881024.751359
825             PG21       31765866.944407
830             PG21       31648142.399205
835             PG21       31528140.181282
840             PG21       31406159.382138
845             PG21       31282496.268724
850             PG21       31157448.010198
855             PG21       31031315.038666
860             PG21       30904385.522904
865             PG21       30776950.756962
870             PG21       30649304.732117
875             PG21       30521722.959384
880             PG21       30394479.340034
885             PG21       30267843.833698
890             PG21       30142064.808804
895             PG21       30017394.569234
900             PG21       29894060.064630
905             PG21       29772285.722615
910             PG21       29652274.699504
915             PG21       29534217.473994
920             PG21       29418287.500578
925             PG21       29304641.119086
930             PG21       29193415.852192
935             PG21       29084731.172771
940             PG21       28978687.599271
945             PG21       28875363.140233
950             PG21       28774819.078458
955             PG21       28677092.983365
960             PG21       28582203.785897
965             PG21       28490149.139079
970             PG21       28400905.292307
975             PG21       28314431.666091
980             PG21       28230660.507482
985             PG21       28149513.569308
990             PG21       28070888.782216
995             PG21       27994667.507118
1000            PG21       27920719.08991 
1005            PG21       27848887.705307
1010            PG21       27779011.725301
1015            PG21       27710911.7022  
1020            PG21       27644397.735014
1025            PG21       27579268.651157
1030            PG21       27515316.814016
1035            PG21       27452317.463457
1040            PG21       27390050.161136
1045            PG21       27328286.908525
1050            PG21       27266794.089420
1055            PG21       27205335.617264
1060            PG21       27143679.182091
1065            PG21       27081588.440275
1070            PG21       27018828.579216
1075            PG21       26955176.738980
1080            PG21       26890409.337873
1085            PG21       26824309.122352
1090            PG21       26756666.343993
1095            PG21       26687280.707122
1100            PG21       26615961.122031
1105            PG21       26542532.550355
1110            PG21       26466820.631249
1115            PG21       26388676.503604
1120            PG21       26307956.837607
1125            PG21       26224536.323984
1130            PG21       26138299.000430
1135            PG21       26049155.486085
1140            PG21       25957023.161233
1145            PG21       25861836.657052
1150            PG21       25763554.933841
1155            PG21       25662152.453923
1160            PG21       25557619.631435
1165            PG21       25449962.635967
1170            PG21       25339215.597419
1175            PG21       25225424.947747
1180            PG21       25108654.982393
1185            PG21       24988997.041773
1190            PG21       24866555.148313
1195            PG21       24741458.285788
1200            PG21       24613844.666145
1205            PG21       24483886.470896
1210            PG21       24351764.056754
1215            PG21       24217681.273799
1220            PG21       24081861.090046
1225            PG21       23944544.716243
1230            PG21       23805989.497692
1235            PG21       23666471.647926
1240            PG21       23526287.451130
1245            PG21       23385743.513724
1250            PG21       23245169.687808
1255            PG21       23104902.743758
1260            PG21       22965302.081016
1265            PG21       22826730.395429
1270            PG21       22689574.420462
1275            PG21       22554214.459269
1280            PG21       22421058.866769
1285            PG21       22290508.847961
1290            PG21       22162978.750935
1295            PG21       22038885.641729
1300            PG21       21918644.873720
1305            PG21       21802678.683370
1310            PG21       21691398.050381
1315            PG21       21585213.962086
1320            PG21       21484531.219994
1325            PG21       21389745.718606
1330            PG21       21301231.990720
1335            PG21       21219356.732173
1340            PG21       21144473.448630
1345            PG21       21076898.023338
1350            PG21       21016942.727229
1355            PG21       20964882.181995
1360            PG21       20920965.122389
1365            PG21       20885411.876482
1370            PG21       20858405.616264
1375            PG21       20840097.636898
1380            PG21       20830605.527642
1385            PG21       20830007.282592
1390            PG21       20838343.296010
1395            PG21       20855613.330274
1400            PG21       20881779.627877
1405            PG21       20916766.094266
1410            PG21       20960457.515159
1415            PG21       21012700.393669
1420            PG21       21073307.184526
1425            PG21       21142046.282923
1430            PG21       21218665.665866
1435            PG21       21302872.367352
1440            PG21       21394347.112553
