TIME [min]      ID         DISTANCE [m]   
0               PE34       23622363.601056
5               PE34       23640596.007008
10              PE34       23666784.306783
15              PE34       23700824.646223
20              PE34       23742579.586307
25              PE34       23791877.036097
30              PE34       23848528.282911
35              PE34       23912308.019322
40              PE34       23982973.561038
45              PE34       24060252.740725
50              PE34       24143857.93005 
55              PE34       24233474.705141
60              PE34       24328770.188211
65              PE34       24429408.345620
70              PE34       24535019.777080
75              PE34       24645236.178764
80              PE34       24759671.397165
85              PE34       24877935.427351
90              PE34       24999627.903048
95              PE34       25124347.814483
100             PE34       25251684.072468
105             PE34       25381229.769203
110             PE34       25512573.117765
115             PE34       25645308.964931
120             PE34       25779029.900324
125             PE34       25913335.442021
130             PE34       26047830.088201
135             PE34       26182123.116638
140             PE34       26315833.021694
145             PE34       26448588.194356
150             PE34       26580018.785223
155             PE34       26709774.239616
160             PE34       26837512.164429
165             PE34       26962898.814492
170             PE34       27085615.581354
175             PE34       27205355.663542
180             PE34       27321824.442558
185             PE34       27434742.596193
190             PE34       27543844.816052
195             PE34       27648879.556942
200             PE34       27749604.174179
205             PE34       27845806.411142
210             PE34       27937271.779059
215             PE34       28023816.412187
220             PE34       28105254.884133
225             PE34       28181436.364328
230             PE34       28252214.257109
235             PE34       28317461.058445
240             PE34       28377066.707747
245             PE34       28430931.747965
250             PE34       28478980.245365
255             PE34       28521152.900061
260             PE34       28557395.908475
265             PE34       28587689.381224
270             PE34       28612009.720876
275             PE34       28630368.269467
280             PE34       28642784.259518
285             PE34       28649288.262239
290             PE34       28649938.849956
295             PE34       28644801.915946
300             PE34       28633966.002513
305             PE34       28617524.839560
310             PE34       28595604.158747
315             PE34       28568333.544470
320             PE34       28535857.027061
325             PE34       28498346.36032 
330             PE34       28455979.305947
335             PE34       28408948.794546
340             PE34       28357463.499761
345             PE34       28301751.188746
350             PE34       28242048.847687
355             PE34       28178608.178890
360             PE34       28111696.280898
365             PE34       28041591.369764
370             PE34       27968580.817803
375             PE34       27892975.593543
380             PE34       27815082.448020
385             PE34       27735235.701030
390             PE34       27653761.164677
395             PE34       27571007.424139
400             PE34       27487330.308283
405             PE34       27403087.540216
410             PE34       27318647.283583
415             PE34       27234384.512317
420             PE34       27150669.850658
425             PE34       27067886.845569
430             PE34       26986415.470560
435             PE34       26906642.153739
440             PE34       26828949.132478
445             PE34       26753711.366458
450             PE34       26681306.826438
455             PE34       26612102.462842
460             PE34       26546467.880325
465             PE34       26484755.511342
470             PE34       26427308.214854
475             PE34       26374460.843083
480             PE34       26326533.017276
485             PE34       26283827.303086
490             PE34       26246631.955604
495             PE34       26215219.917594
500             PE34       26189831.852875
505             PE34       26170705.016153
510             PE34       26158044.233065
515             PE34       26152029.958865
520             PE34       26152818.306850
525             PE34       26160549.709345
530             PE34       26175323.522409
535             PE34       26197222.344408
540             PE34       26226301.202303
545             PE34       26262583.640994
550             PE34       26306072.801760
555             PE34       26356730.081900
560             PE34       26414510.614241
565             PE34       26479327.356503
570             PE34       26551076.406900
575             PE34       26629624.056589
580             PE34       26714817.341473
585             PE34       26806470.939646
590             PE34       26904397.07432 
595             PE34       27008363.694513
600             PE34       27118142.118768
605             PE34       27233475.092984
610             PE34       27354088.547870
615             PE34       27479701.946278
620             PE34       27610014.267573
625             PE34       27744721.573430
630             PE34       27883501.932914
635             PE34       28026029.246594
640             PE34       28171980.148893
645             PE34       28321011.514100
650             PE34       28472785.119343
655             PE34       28626963.592275
660             PE34       28783206.866243
665             PE34       28941166.840830
670             PE34       29100515.915424
675             PE34       29260908.337829
680             PE34       29422022.602253
685             PE34       29583529.471840
690             PE34       29745108.810394
695             PE34       29906451.619443
700             PE34       30067253.814830
705             PE34       30227217.779363
710             PE34       30386060.078652
715             PE34       30543505.699792
720             PE34       30699286.065973
725             PE34       30853148.058583
730             PE34       31004849.866299
735             PE34       31154160.240218
740             PE34       31300862.749447
745             PE34       31444745.797567
