TIME [min]      ID         DISTANCE [m]   
0               PE18       34308620.798266
5               PE18       34196955.862134
10              PE18       34078470.425166
15              PE18       33953369.769196
20              PE18       33821868.573327
25              PE18       33684194.202075
30              PE18       33540583.221627
35              PE18       33391285.641639
40              PE18       33236566.131754
45              PE18       33076704.398565
50              PE18       32911985.269676
55              PE18       32742713.475288
60              PE18       32569206.865409
65              PE18       32391802.288136
70              PE18       32210839.052138
75              PE18       32026686.985796
80              PE18       31839721.982769
85              PE18       31650335.758074
90              PE18       31458938.881247
95              PE18       31265957.018814
100             PE18       31071828.615655
105             PE18       30877013.360008
110             PE18       30681974.465927
115             PE18       30487207.217966
120             PE18       30293207.868219
125             PE18       30100493.104660
130             PE18       29909583.766041
135             PE18       29721024.393355
140             PE18       29535360.131511
145             PE18       29353142.516703
150             PE18       29174942.827508
155             PE18       29001322.125318
160             PE18       28832853.592889
165             PE18       28670101.430445
170             PE18       28513632.072646
175             PE18       28364003.655288
180             PE18       28221760.953408
185             PE18       28087430.736061
190             PE18       27961534.935632
195             PE18       27844555.356358
200             PE18       27736960.044260
205             PE18       27639180.109625
210             PE18       27551604.930216
215             PE18       27474595.696812
220             PE18       27408462.481134
225             PE18       27353459.990708
230             PE18       27309806.929325
235             PE18       27277656.781503
240             PE18       27257107.520891
245             PE18       27248197.620257
250             PE18       27250909.252097
255             PE18       27265151.571954
260             PE18       27290790.804288
265             PE18       27327620.245740
270             PE18       27375375.909152
275             PE18       27433746.270196
280             PE18       27502361.584250
285             PE18       27580801.730296
290             PE18       27668609.675081
295             PE18       27765284.458506
300             PE18       27870293.779757
305             PE18       27983077.765393
310             PE18       28103053.6872  
315             PE18       28229621.966234
320             PE18       28362174.343787
325             PE18       28500095.570349
330             PE18       28642769.803770
335             PE18       28789597.099835
340             PE18       28939973.512803
345             PE18       29093315.357104
350             PE18       29249060.611313
355             PE18       29406661.226725
360             PE18       29565597.716418
365             PE18       29725375.715384
370             PE18       29885519.188876
375             PE18       30045596.143738
380             PE18       30205191.608391
385             PE18       30363925.443353
390             PE18       30521441.340789
395             PE18       30677416.265239
400             PE18       30831559.069054
405             PE18       30983593.162767
410             PE18       31133280.411711
415             PE18       31280401.332667
420             PE18       31424766.374218
425             PE18       31566202.582454
430             PE18       31704561.242807
435             PE18       31839712.756411
440             PE18       31971540.733955
445             PE18       32099957.019934
450             PE18       32224883.553642
455             PE18       32346247.826806
460             PE18       32464004.851994
465             PE18       32578116.002915
470             PE18       32688549.695039
475             PE18       32795291.727411
480             PE18       32898322.506159
485             PE18       32997651.273224
490             PE18       33093271.956479
495             PE18       33185202.297575
500             PE18       33273455.357836
505             PE18       33358051.050468
510             PE18       33439013.499117
515             PE18       33516369.193187
520             PE18       33590149.382574
525             PE18       33660381.717214
530             PE18       33727103.031499
535             PE18       33790349.062750
540             PE18       33850145.478937
545             PE18       33906536.248824
550             PE18       33959556.118356
555             PE18       34009230.762826
560             PE18       34055603.567660
565             PE18       34098698.043563
570             PE18       34138550.980257
575             PE18       34175189.334227
580             PE18       34208643.109648
585             PE18       34238930.282325
590             PE18       34266080.550664
595             PE18       34290114.466909
600             PE18       34311042.101230
605             PE18       34328885.791074
610             PE18       34343653.917512
615             PE18       34355356.742248
620             PE18       34363997.721116
625             PE18       34369583.626439
630             PE18       34372104.81872 
635             PE18       34371563.019212
640             PE18       34367949.530619
645             PE18       34361251.032515
650             PE18       34351452.393694
655             PE18       34338537.447976
660             PE18       34322474.045022
665             PE18       34303244.481072
670             PE18       34280817.110615
675             PE18       34255151.848646
680             PE18       34226217.198029
685             PE18       34193967.083522
690             PE18       34158358.411685
695             PE18       34119341.097748
700             PE18       34076862.458059
705             PE18       34030865.469211
710             PE18       33981292.395967
715             PE18       33928076.509201
720             PE18       33871150.021838
725             PE18       33810446.845582
730             PE18       33745892.799762
735             PE18       33677408.813641
740             PE18       33604920.039179
745             PE18       33528336.697324
750             PE18       33447580.133327
755             PE18       33362563.979658
760             PE18       33273189.957682
765             PE18       33179376.503658
770             PE18       33081020.157439
775             PE18       32978028.236038
780             PE18       32870303.802827
785             PE18       32757748.566036
790             PE18       32640263.499264
795             PE18       32517740.350431
800             PE18       32390085.361397
805             PE18       32257192.797849
810             PE18       32118962.200836
815             PE18       31975291.852520
820             PE18       31826082.703973
825             PE18       31671231.637514
830             PE18       31510644.646866
835             PE18       31344221.833914
840             PE18       31171875.500692
845             PE18       30993513.100596
850             PE18       30809054.100652
855             PE18       30618408.619278
860             PE18       30421507.796474
865             PE18       30218279.054341
870             PE18       30008663.382820
875             PE18       29792600.396986
880             PE18       29570047.650543
885             PE18       29340967.630349
890             PE18       29105337.257606
895             PE18       28863139.827426
900             PE18       28614379.442270
905             PE18       28359073.594329
910             PE18       28097250.417466
915             PE18       27828961.506853
920             PE18       27554283.149104
925             PE18       27273307.171689
930             PE18       26986153.389847
935             PE18       26692964.962760
940             PE18       26393920.447795
945             PE18       26089224.588672
950             PE18       25779120.920623
955             PE18       25463885.932942
960             PE18       25143846.14138 
965             PE18       24819362.038515
970             PE18       24490850.257055
975             PE18       24158777.295217
980             PE18       23823652.935411
985             PE18       23486065.282581
990             PE18       23146649.779385
995             PE18       22806112.690878
1000            PE18       22465229.824432
1005            PE18       22124847.387280
1010            PE18       21785886.798897
1015            PE18       21449345.462904
1020            PE18       21116299.654493
1025            PE18       20787900.166153
1030            PE18       20465378.433160
1035            PE18       20150036.956905
1040            PE18       19843250.936762
1045            PE18       19546446.006799
1050            PE18       19261119.785968
1055            PE18       18988802.464013
1060            PE18       18731042.807231
1065            PE18       18489415.513979
1070            PE18       18265479.427126
1075            PE18       18060748.937195
1080            PE18       17876701.322573
1085            PE18       17714704.630679
1090            PE18       17576038.410525
1095            PE18       17461818.917162
1100            PE18       17373018.275542
1105            PE18       17310398.664572
1110            PE18       17274532.592751
1115            PE18       17265757.280350
1120            PE18       17284186.048014
1125            PE18       17329688.269849
1130            PE18       17401919.740278
1135            PE18       17500307.864391
1140            PE18       17624080.407328
1145            PE18       17772279.003728
1150            PE18       17943789.541486
1155            PE18       18137373.591257
1160            PE18       18351674.265531
1165            PE18       18585267.314062
1170            PE18       18836662.342489
1175            PE18       19104352.356218
1180            PE18       19386812.826256
1185            PE18       19682531.802342
1190            PE18       19990018.711047
1195            PE18       20307824.682625
1200            PE18       20634546.337518
1205            PE18       20968833.745222
1210            PE18       21309399.549374
1215            PE18       21655018.282340
1220            PE18       22004532.455462
1225            PE18       22356854.594892
1230            PE18       22710954.332760
1235            PE18       23065877.347429
1240            PE18       23420721.218597
1245            PE18       23774658.828877
1250            PE18       24126907.381577
1255            PE18       24476755.288438
1260            PE18       24823524.546149
1265            PE18       25166607.444835
1270            PE18       25505429.767905
1275            PE18       25839467.719822
1280            PE18       26168239.347037
1285            PE18       26491292.683889
1290            PE18       26808222.126114
1295            PE18       27118655.233817
1300            PE18       27422243.974328
1305            PE18       27718673.845198
1310            PE18       28007660.702732
1315            PE18       28288940.411102
1320            PE18       28562278.881925
1325            PE18       28827451.675000
1330            PE18       29084272.005969
1335            PE18       29332564.125590
1340            PE18       29572164.019358
1345            PE18       29802930.445256
1350            PE18       30024745.095791
1355            PE18       30237493.177821
1360            PE18       30441078.916448
1365            PE18       30635420.542359
1370            PE18       30820444.541888
1375            PE18       30996091.358765
1380            PE18       31162315.745548
1385            PE18       31319078.511397
1390            PE18       31466353.378998
1395            PE18       31604117.767780
1400            PE18       31732369.278738
1405            PE18       31851105.063100
1410            PE18       31960333.990751
1415            PE18       32060074.837663
1420            PE18       32150346.145282
1425            PE18       32231189.372652
1430            PE18       32302638.613445
1435            PE18       32364745.505650
1440            PE18       32417564.160113
