TIME [min]      ID         DISTANCE [m]   
0               PE13       31098907.104910
5               PE13       30944741.888326
10              PE13       30791013.008220
15              PE13       30638034.844591
20              PE13       30486132.756572
25              PE13       30335622.428687
30              PE13       30186834.399692
35              PE13       30040091.274015
40              PE13       29895716.053743
45              PE13       29754029.278305
50              PE13       29615347.107528
55              PE13       29479981.120424
60              PE13       29348238.502911
65              PE13       29220420.160140
70              PE13       29096807.825317
75              PE13       28977687.325792
80              PE13       28863318.877345
85              PE13       28753962.344587
90              PE13       28649850.885694
95              PE13       28551206.658527
100             PE13       28458235.765449
105             PE13       28371126.723399
110             PE13       28290044.612305
115             PE13       28215135.830507
120             PE13       28146525.180166
125             PE13       28084311.008629
130             PE13       28028575.356432
135             PE13       27979370.827375
140             PE13       27936729.790920
145             PE13       27900654.289725
150             PE13       27871121.696225
155             PE13       27848094.445358
160             PE13       27831501.925174
165             PE13       27821246.146323
170             PE13       27817215.369583
175             PE13       27819262.294137
180             PE13       27827228.127596
185             PE13       27840924.582135
190             PE13       27860146.959404
195             PE13       27884668.052019
200             PE13       27914244.268414
205             PE13       27948610.966511
210             PE13       27987494.157061
215             PE13       28030595.503424
220             PE13       28077613.636942
225             PE13       28128228.804437
230             PE13       28182114.212926
235             PE13       28238930.751255
240             PE13       28298335.899075
245             PE13       28359981.755332
250             PE13       28423505.772251
255             PE13       28488557.907175
260             PE13       28554775.423776
265             PE13       28621796.853656
270             PE13       28689266.152755
275             PE13       28756824.913824
280             PE13       28824118.358807
285             PE13       28890797.523874
290             PE13       28956517.406713
295             PE13       29020940.769774
300             PE13       29083734.270215
305             PE13       29144576.447664
310             PE13       29203153.844268
315             PE13       29259156.696262
320             PE13       29312298.296743
325             PE13       29362286.780739
330             PE13       29408854.727376
335             PE13       29451741.190600
340             PE13       29490698.031666
345             PE13       29525488.291251
350             PE13       29555893.111765
355             PE13       29581699.409857
360             PE13       29602720.327161
365             PE13       29618765.149143
370             PE13       29629677.302195
375             PE13       29635302.852878
380             PE13       29635507.958870
385             PE13       29630168.100728
390             PE13       29619175.814221
395             PE13       29602447.643897
400             PE13       29579905.774280
405             PE13       29551488.76821 
410             PE13       29517157.498328
415             PE13       29476882.333516
420             PE13       29430654.118205
425             PE13       29378473.029621
430             PE13       29320357.923973
435             PE13       29256353.163824
