TIME [min]      ID         DISTANCE [m]   
0               PR15       22115479.581020
5               PR15       22227516.879508
10              PR15       22351099.806011
15              PR15       22485828.622439
20              PR15       22631251.564509
25              PR15       22786864.403818
30              PR15       22952128.214439
35              PR15       23126455.940944
40              PR15       23309233.205052
45              PR15       23499827.225882
50              PR15       23697569.047315
55              PR15       23901786.397647
60              PR15       24111786.649210
65              PR15       24326873.699598
70              PR15       24546348.473072
75              PR15       24769509.660913
80              PR15       24995661.665508
85              PR15       25224115.004608
90              PR15       25454199.99628 
95              PR15       25685245.137334
100             PR15       25916607.132587
105             PR15       26147655.191765
110             PR15       26377775.499871
115             PR15       26606373.966129
120             PR15       26832892.293556
125             PR15       27056775.601663
130             PR15       27277512.154046
135             PR15       27494599.369475
140             PR15       27707573.723155
145             PR15       27915990.920281
150             PR15       28119433.225795
155             PR15       28317513.846133
160             PR15       28509873.720137
165             PR15       28696172.202923
170             PR15       28876109.923064
175             PR15       29049406.527721
180             PR15       29215811.945879
185             PR15       29375103.044694
190             PR15       29527083.374897
195             PR15       29671581.673739
200             PR15       29808461.961896
205             PR15       29937603.134378
210             PR15       30058924.597862
215             PR15       30172356.575372
220             PR15       30277865.409238
225             PR15       30375438.599802
230             PR15       30465090.774300
235             PR15       30546857.899107
240             PR15       30620804.618183
245             PR15       30687006.151902
250             PR15       30745578.754432
255             PR15       30796645.500240
260             PR15       30840358.628654
265             PR15       30876887.460806
270             PR15       30906423.068950
275             PR15       30929169.769790
280             PR15       30945357.886691
285             PR15       30955226.131853
290             PR15       30959033.728327
295             PR15       30957058.741351
300             PR15       30949586.571013
305             PR15       30936910.61918 
310             PR15       30919351.200037
315             PR15       30897218.030184
320             PR15       30870848.765104
325             PR15       30840578.654870
330             PR15       30806742.676832
335             PR15       30769690.628340
340             PR15       30729774.079481
345             PR15       30687335.769286
350             PR15       30642729.503855
355             PR15       30596298.765710
360             PR15       30548387.729181
365             PR15       30499328.656322
370             PR15       30449455.215596
375             PR15       30399081.353373
380             PR15       30348521.460672
385             PR15       30298069.391435
390             PR15       30248009.800853
395             PR15       30198602.438229
400             PR15       30150103.186959
405             PR15       30102741.406713
410             PR15       30056724.55042 
415             PR15       30012245.572785
420             PR15       29969470.279732
425             PR15       29928539.327154
430             PR15       29889577.123586
435             PR15       29852677.035941
440             PR15       29817903.720134
445             PR15       29785304.356209
450             PR15       29754895.775055
455             PR15       29726667.861638
460             PR15       29700588.769302
465             PR15       29676588.239455
470             PR15       29654588.994071
475             PR15       29634474.778067
480             PR15       29616112.228944
485             PR15       29599342.449623
490             PR15       29583984.005322
495             PR15       29569837.880682
500             PR15       29556675.947731
505             PR15       29544264.592303
510             PR15       29532343.190979
515             PR15       29520644.221501
520             PR15       29508881.854582
525             PR15       29496754.298019
530             PR15       29483958.673672
535             PR15       29470177.654762
540             PR15       29455089.598827
545             PR15       29438366.195611
550             PR15       29419678.008359
555             PR15       29398691.893083
560             PR15       29375081.440781
565             PR15       29348509.106156
570             PR15       29318657.158258
575             PR15       29285203.460083
580             PR15       29247836.804709
585             PR15       29206253.114803
590             PR15       29160157.405338
595             PR15       29109270.435744
600             PR15       29053315.951933
605             PR15       28992048.870425
610             PR15       28925223.252762
615             PR15       28852616.902124
620             PR15       28774027.628857
625             PR15       28689267.907254
630             PR15       28598172.092334
635             PR15       28500595.139179
640             PR15       28396413.732498
645             PR15       28285528.593061
650             PR15       28167857.419394
655             PR15       28043355.234956
660             PR15       27911989.571897
665             PR15       27773760.976137
670             PR15       27628693.867332
675             PR15       27476841.994644
680             PR15       27318279.989260
685             PR15       27153122.937267
690             PR15       26981498.281002
695             PR15       26803580.654402
700             PR15       26619563.481768
705             PR15       26429667.106985
710             PR15       26234154.548422
715             PR15       26033310.219307
720             PR15       25827455.626842
725             PR15       25616931.625920
730             PR15       25402125.737821
735             PR15       25183449.787194
740             PR15       24961344.889730
745             PR15       24736287.914829
750             PR15       24508782.757161
755             PR15       24279367.574324
760             PR15       24048605.291471
765             PR15       23817094.211380
770             PR15       23585455.922665
775             PR15       23354341.500236
780             PR15       23124425.327898
785             PR15       22896407.329743
790             PR15       22671007.377223
795             PR15       22448967.435022
800             PR15       22231032.949966
805             PR15       22017980.091955
810             PR15       21810583.741037
815             PR15       21609616.943592
820             PR15       21415863.952965
825             PR15       21230097.009920
830             PR15       21053076.583907
835             PR15       20885545.519924
840             PR15       20728223.336468
845             PR15       20581800.073109
850             PR15       20446921.651718
855             PR15       20324196.712070
860             PR15       20214178.303402
865             PR15       20117359.360690
870             PR15       20034173.563083
875             PR15       19964978.213557
880             PR15       19910053.617039
885             PR15       19869612.598120
890             PR15       19843773.431239
895             PR15       19832568.541680
900             PR15       19835957.351497
905             PR15       19853799.210571
910             PR15       19885876.104719
915             PR15       19931888.341750
920             PR15       19991457.341892
925             PR15       20064130.984165
930             PR15       20149385.523031
935             PR15       20246640.212446
940             PR15       20355256.535369
945             PR15       20474541.042389
950             PR15       20603770.820691
955             PR15       20742170.752595
960             PR15       20888956.838383
965             PR15       21043306.530525
970             PR15       21204394.329855
975             PR15       21371380.048018
980             PR15       21543422.618816
985             PR15       21719679.710181
990             PR15       21899320.174456
995             PR15       22081520.493118
1000            PR15       22265473.868988
1005            PR15       22450392.107941
1010            PR15       22635505.346077
1015            PR15       22820063.962615
1020            PR15       23003356.244509
1025            PR15       23184687.112731
1030            PR15       23363395.001750
1035            PR15       23538846.168001
1040            PR15       23710441.007096
1045            PR15       23877608.817267
1050            PR15       24039817.272199
1055            PR15       24196561.026781
1060            PR15       24347367.808023
1065            PR15       24491812.147226
1070            PR15       24629484.980240
1075            PR15       24760028.038575
1080            PR15       24883103.618920
1085            PR15       24998420.542551
1090            PR15       25105713.800210
1095            PR15       25204758.014208
1100            PR15       25295357.23286 
1105            PR15       25377356.428864
1110            PR15       25450631.209305
1115            PR15       25515090.300768
1120            PR15       25570681.579094
1125            PR15       25617375.565135
1130            PR15       25655193.106345
1135            PR15       25684179.152615
1140            PR15       25704407.375943
1145            PR15       25715996.090782
1150            PR15       25719091.731639
1155            PR15       25713869.010223
1160            PR15       25700543.673772
1165            PR15       25679359.663948
1170            PR15       25650589.956291
1175            PR15       25614545.424576
1180            PR15       25571563.561506
1185            PR15       25522016.629112
1190            PR15       25466300.209927
1195            PR15       25404845.445677
1200            PR15       25338108.333453
1205            PR15       25266575.182308
1210            PR15       25190756.714160
1215            PR15       25111190.923942
1220            PR15       25028434.391898
1225            PR15       24943070.976277
1230            PR15       24855707.983580
1235            PR15       24766964.139612
1240            PR15       24677477.627277
1245            PR15       24587903.035540
1250            PR15       24498905.544930
1255            PR15       24411153.716191
1260            PR15       24325329.852362
