TIME [min]      ID         DISTANCE [m]   
0               PG26       23173111.914430
5               PG26       23162882.895020
10              PG26       23160402.30103 
15              PG26       23165945.669301
20              PG26       23179774.089384
25              PG26       23202090.834607
30              PG26       23233074.898844
35              PG26       23272857.484964
40              PG26       23321529.338689
45              PG26       23379141.090164
50              PG26       23445698.525378
55              PG26       23521170.504434
60              PG26       23605476.065954
65              PG26       23698502.426555
70              PG26       23800094.727639
75              PG26       23910061.932545
80              PG26       24028167.686152
85              PG26       24154157.242224
90              PG26       24287733.579680
95              PG26       24428575.114890
100             PG26       24576332.367554
105             PG26       24730631.957961
110             PG26       24891080.553174
115             PG26       25057265.995449
120             PG26       25228761.162531
125             PG26       25405124.270413
130             PG26       25585906.786918
135             PG26       25770648.282956
140             PG26       25958890.238365
145             PG26       26150157.619040
150             PG26       26343992.201280
155             PG26       26539925.275575
160             PG26       26737497.993913
165             PG26       26936246.645847
170             PG26       27135728.238329
175             PG26       27335500.299599
180             PG26       27535128.887813
185             PG26       27734194.958096
190             PG26       27932289.306897
195             PG26       28129014.226848
200             PG26       28323993.258276
205             PG26       28516854.808180
210             PG26       28707249.358973
215             PG26       28894841.931771
220             PG26       29079311.967391
225             PG26       29260359.194943
230             PG26       29437698.735166
235             PG26       29611062.260187
240             PG26       29780201.482349
245             PG26       29944882.045459
250             PG26       30104894.988800
255             PG26       30260038.757691
260             PG26       30410142.400995
265             PG26       30555038.467206
270             PG26       30694593.626381
275             PG26       30828673.976522
280             PG26       30957181.219400
285             PG26       31080022.846845
290             PG26       31197127.358209
295             PG26       31308438.326678
300             PG26       31413919.687168
305             PG26       31513547.882272
310             PG26       31607315.388268
315             PG26       31695233.079295
320             PG26       31777325.658884
325             PG26       31853633.270385
330             PG26       31924204.668728
335             PG26       31989114.694941
340             PG26       32048436.379609
345             PG26       32102271.252079
350             PG26       32150716.244584
355             PG26       32193896.925984
360             PG26       32231937.768854
365             PG26       32264981.617608
370             PG26       32293172.347594
375             PG26       32316673.840781
380             PG26       32335645.750081
385             PG26       32350268.866940
390             PG26       32360721.254753
395             PG26       32367192.898013
400             PG26       32369877.034438
405             PG26       32368966.947980
410             PG26       32364670.443272
415             PG26       32357187.695869
420             PG26       32346723.929614
425             PG26       32333491.797044
430             PG26       32317697.715411
435             PG26       32299547.225305
440             PG26       32279249.052941
445             PG26       32257005.876567
450             PG26       32233018.840972
455             PG26       32207485.177341
460             PG26       32180593.628571
465             PG26       32152529.121101
470             PG26       32123474.771145
475             PG26       32093599.457203
480             PG26       32063066.502761
485             PG26       32032029.055381
490             PG26       32000633.050523
495             PG26       31969008.182395
500             PG26       31937277.023715
505             PG26       31905554.731951
510             PG26       31873933.128926
515             PG26       31842499.486836
520             PG26       31811326.936899
525             PG26       31780473.293555
530             PG26       31749983.633782
535             PG26       31719885.894899
540             PG26       31690196.673091
545             PG26       31660920.110759
550             PG26       31632042.408820
555             PG26       31603537.684398
560             PG26       31575364.215499
565             PG26       31547471.431892
570             PG26       31519782.539799
