TIME [min]      ID         DISTANCE [m]   
0               PR18       27835259.181541
5               PR18       27985267.456798
10              PR18       28126349.069952
15              PR18       28258311.666334
20              PR18       28380994.248024
25              PR18       28494255.391667
30              PR18       28597996.504073
35              PR18       28692144.623154
40              PR18       28776647.805351
45              PR18       28851496.067118
50              PR18       28916702.772007
55              PR18       28972309.919701
60              PR18       29018389.625902
65              PR18       29055046.526147
70              PR18       29082409.005094
75              PR18       29100635.688876
80              PR18       29109923.068617
85              PR18       29110479.250155
90              PR18       29102556.669491
95              PR18       29086426.838558
100             PR18       29062385.881951
105             PR18       29030766.469056
110             PR18       28991921.732346
115             PR18       28946228.598481
120             PR18       28894088.554003
125             PR18       28835935.812479
130             PR18       28772219.030922
135             PR18       28703411.397268
140             PR18       28630008.059708
145             PR18       28552519.849414
150             PR18       28471481.984684
155             PR18       28387441.486001
160             PR18       28300961.878075
165             PR18       28212616.803666
170             PR18       28122995.859219
175             PR18       28032694.584333
180             PR18       27942315.517501
185             PR18       27852459.620166
190             PR18       27763738.612987
195             PR18       27676754.485373
200             PR18       27592104.594156
205             PR18       27510378.905314
210             PR18       27432163.483172
215             PR18       27358019.793178
220             PR18       27288490.106478
225             PR18       27224106.673272
230             PR18       27165365.771235
235             PR18       27112742.738058
240             PR18       27066671.103933
245             PR18       27027558.358306
250             PR18       26995770.701446
255             PR18       26971639.941140
260             PR18       26955441.028976
265             PR18       26947418.035237
270             PR18       26947759.777614
275             PR18       26956607.962326
280             PR18       26974054.060868
285             PR18       27000141.208667
290             PR18       27034859.093392
295             PR18       27078151.005599
300             PR18       27129901.844279
305             PR18       27189955.677137
310             PR18       27258107.801507
315             PR18       27334106.157479
320             PR18       27417655.347891
325             PR18       27508419.105388
330             PR18       27606023.298498
335             PR18       27710053.693910
340             PR18       27820070.425693
345             PR18       27935599.343103
350             PR18       28056142.868139
355             PR18       28181180.043655
360             PR18       28310169.044969
365             PR18       28442553.005448
370             PR18       28577764.664078
375             PR18       28715219.289818
380             PR18       28854335.536108
385             PR18       28994517.634489
390             PR18       29135181.414300
395             PR18       29275734.812526
400             PR18       29415596.167754
405             PR18       29554180.494085
410             PR18       29690920.295563
415             PR18       29825260.373068
420             PR18       29956655.733509
425             PR18       30084564.801499
430             PR18       30208483.770431
435             PR18       30327902.342303
440             PR18       30442348.031269
445             PR18       30551359.951438
450             PR18       30654493.832427
455             PR18       30751333.700400
460             PR18       30841484.974038
465             PR18       30924573.926197
470             PR18       31000252.170341
475             PR18       31068197.742858
480             PR18       31128104.469088
485             PR18       31179703.980776
490             PR18       31222746.287662
495             PR18       31257004.620565
500             PR18       31282288.117384
505             PR18       31298423.698862
510             PR18       31305267.566998
515             PR18       31302703.310224
520             PR18       31290638.702979
525             PR18       31269009.835656
530             PR18       31237779.949717
535             PR18       31196936.240774
540             PR18       31146494.574657
545             PR18       31086497.436819
550             PR18       31017010.561022
555             PR18       30938132.231269
560             PR18       30849973.325030
565             PR18       30752683.460386
570             PR18       30646434.317869
575             PR18       30531421.413198
580             PR18       30407857.611713
585             PR18       30275990.970730
590             PR18       30136089.904470
595             PR18       29988445.312541
600             PR18       29833364.760721
605             PR18       29671185.529465
610             PR18       29502267.327389
615             PR18       29326988.697758
620             PR18       29145739.863613
625             PR18       28958942.481620
630             PR18       28767031.482302
635             PR18       28570457.336880
640             PR18       28369690.375389
645             PR18       28165213.747305
650             PR18       27957525.818411
655             PR18       27747131.776323
660             PR18       27534555.572350
665             PR18       27320328.761281
670             PR18       27104989.140926
675             PR18       26889076.756835
680             PR18       26673144.808528
685             PR18       26457737.437951
690             PR18       26243407.264689
695             PR18       26030703.596065
700             PR18       25820159.974504
705             PR18       25612315.281549
710             PR18       25407695.432680
715             PR18       25206802.691140
720             PR18       25010138.868254
725             PR18       24818175.869249
730             PR18       24631368.718510
735             PR18       24450146.341197
740             PR18       24274911.198101
745             PR18       24106034.922901
750             PR18       23943856.454184
755             PR18       23788680.655779
760             PR18       23640776.567294
765             PR18       23500365.812922
770             PR18       23367635.674078
775             PR18       23242732.823739
780             PR18       23125756.726483
785             PR18       23016756.247814
790             PR18       22915744.519857
795             PR18       22822688.449172
800             PR18       22737508.595031
805             PR18       22660076.701365
810             PR18       22590231.585308
815             PR18       22527764.075001
820             PR18       22472433.142360
825             PR18       22423953.655693
830             PR18       22382015.587282
835             PR18       22346264.945362
840             PR18       22316336.719358
845             PR18       22291832.177825
850             PR18       22272329.408354
855             PR18       22257398.551084
860             PR18       22246584.789811
865             PR18       22239433.725519
870             PR18       22235477.094999
875             PR18       22234245.457702
880             PR18       22235275.921379
885             PR18       22238095.125786
890             PR18       22242251.337699
895             PR18       22247294.887312
900             PR18       22252789.596943
905             PR18       22258317.930897
910             PR18       22263467.218007
915             PR18       22267863.888483
920             PR18       22271143.275620
925             PR18       22272965.338864
930             PR18       22273020.990116
935             PR18       22271027.218285
940             PR18       22266720.026789
945             PR18       22259875.914906
950             PR18       22250302.009489
955             PR18       22237831.251886
960             PR18       22222331.977201
965             PR18       22203706.912065
970             PR18       22181889.108771
975             PR18       22156849.813536
980             PR18       22128593.899724
985             PR18       22097161.981878
990             PR18       22062620.178919
995             PR18       22025085.005478
1000            PR18       21984701.126846
1005            PR18       21941637.332097
1010            PR18       21896114.111210
1015            PR18       21848373.610346
1020            PR18       21798694.140252
1025            PR18       21747387.818719
1030            PR18       21694788.723711
1035            PR18       21641273.392466
1040            PR18       21587237.799694
1045            PR18       21533107.242781
1050            PR18       21479328.981758
1055            PR18       21426376.154259
1060            PR18       21374742.552462
1065            PR18       21324929.714798
1070            PR18       21277468.863667
1075            PR18       21232892.659625
1080            PR18       21191747.283193
1085            PR18       21154571.949410
1090            PR18       21121926.241652
1095            PR18       21094345.779082
1100            PR18       21072373.114694
1105            PR18       21056536.955943
1110            PR18       21047337.893759
1115            PR18       21045272.843092
1120            PR18       21050801.74095 
1125            PR18       21064360.047976
1130            PR18       21086349.351668
1135            PR18       21117125.373199
1140            PR18       21157017.271494
1145            PR18       21206298.866610
1150            PR18       21265196.637006
1155            PR18       21333892.958897
1160            PR18       21412512.496938
1165            PR18       21501129.551552
1170            PR18       21599763.732785
1175            PR18       21708373.223732
1180            PR18       21826875.255355
1185            PR18       21955123.906533
1190            PR18       22092922.999241
1195            PR18       22240027.636515
1200            PR18       22396144.600879
1205            PR18       22560927.920675
1210            PR18       22734006.69798 
1215            PR18       22914948.101060
1220            PR18       23103306.919933
1225            PR18       23298585.047358
1230            PR18       23500269.880766
1235            PR18       23707818.646938
1240            PR18       23920667.811795
1245            PR18       24138231.439960
1250            PR18       24359920.372948
1255            PR18       24585124.771744
1260            PR18       24813227.558825
1265            PR18       25043616.279234
1270            PR18       25275667.071783
1275            PR18       25508759.408414
1280            PR18       25742278.660940
1285            PR18       25975615.212072
1290            PR18       26208167.456935
1295            PR18       26439342.706205
1300            PR18       26668555.141164
1305            PR18       26895245.220950
1310            PR18       27118858.403633
1315            PR18       27338859.485932
1320            PR18       27554729.825591
1325            PR18       27765965.637219
1330            PR18       27972092.443751
1335            PR18       28172650.129979
1340            PR18       28367203.254688
1345            PR18       28555327.076667
1350            PR18       28736638.273604
1355            PR18       28910766.19833 
1360            PR18       29077360.958459
1365            PR18       29236107.999519
1370            PR18       29386706.842449
1375            PR18       29528891.925002
1380            PR18       29662416.233114
1385            PR18       29787060.273988
1390            PR18       29902636.538090
1395            PR18       30008975.082441
1400            PR18       30105943.197622
1405            PR18       30193424.201847
1410            PR18       30271338.284305
1415            PR18       30339627.030779
1420            PR18       30398263.271666
1425            PR18       30447244.294572
1430            PR18       30486597.774805
1435            PR18       30516376.347809
1440            PR18       30536662.884755
