TIME [min]      ID         DISTANCE [m]   
0               PE21       34045699.100276
5               PE21       34129593.582799
10              PE21       34212314.867598
15              PE21       34293593.744354
20              PE21       34373164.113270
25              PE21       34450768.006035
30              PE21       34526152.695361
35              PE21       34599072.828940
40              PE21       34669292.201968
45              PE21       34736578.99478 
50              PE21       34800717.050740
55              PE21       34861493.548103
60              PE21       34918701.851614
65              PE21       34972157.973054
70              PE21       35021679.838818
75              PE21       35067094.385119
80              PE21       35108243.982062
85              PE21       35144976.077725
90              PE21       35177161.313296
95              PE21       35204669.855978
100             PE21       35227390.317463
105             PE21       35245221.804580
110             PE21       35258073.136156
115             PE21       35265870.547325
120             PE21       35268544.810069
125             PE21       35266047.674614
130             PE21       35258337.933728
135             PE21       35245386.357591
140             PE21       35227178.367845
145             PE21       35203711.031862
150             PE21       35174996.115019
155             PE21       35141045.885369
160             PE21       35101901.202623
165             PE21       35057605.345918
170             PE21       35008213.455431
175             PE21       34953797.269525
180             PE21       34894427.998727
185             PE21       34830206.429109
190             PE21       34761224.151132
195             PE21       34687599.135475
200             PE21       34609454.698508
205             PE21       34526919.067842
210             PE21       34440138.017295
215             PE21       34349264.291908
220             PE21       34254450.229978
225             PE21       34155873.990253
230             PE21       34053709.975731
235             PE21       33948145.460783
240             PE21       33839366.632867
245             PE21       33727580.554956
250             PE21       33612989.159272
255             PE21       33495802.475955
260             PE21       33376241.207090
265             PE21       33254523.699938
270             PE21       33130876.733207
275             PE21       33005529.555761
280             PE21       32878710.846554
285             PE21       32750656.951201
290             PE21       32621601.510394
295             PE21       32491783.309467
300             PE21       32361428.651940
305             PE21       32230780.780235
310             PE21       32100071.500156
315             PE21       31969526.949281
320             PE21       31839375.932896
325             PE21       31709844.185607
330             PE21       31581146.366425
335             PE21       31453498.091683
340             PE21       31327103.748832
345             PE21       31202164.588065
350             PE21       31078871.69373 
355             PE21       30957400.975291
360             PE21       30837933.638453
365             PE21       30720631.354647
370             PE21       30605639.474715
375             PE21       30493106.716182
380             PE21       30383152.693566
385             PE21       30275902.147993
390             PE21       30171451.374304
395             PE21       30069892.657876
400             PE21       29971303.565544
405             PE21       29875735.643901
410             PE21       29783246.567250
415             PE21       29693861.389073
420             PE21       29607598.249823
425             PE21       29524458.088264
430             PE21       29444430.856662
435             PE21       29367489.064046
440             PE21       29293593.432925
445             PE21       29222680.897782
450             PE21       29154689.167796
455             PE21       29089532.285209
460             PE21       29027114.599787
465             PE21       28967330.566258
470             PE21       28910054.504290
475             PE21       28855156.050697
480             PE21       28802497.871522
485             PE21       28751926.327616
490             PE21       28703284.059014
495             PE21       28656395.611649
500             PE21       28611092.249386
505             PE21       28567189.701762
510             PE21       28524502.685834
515             PE21       28482838.973731
520             PE21       28442003.571641
525             PE21       28401801.271473
530             PE21       28362026.701532
535             PE21       28322486.644484
540             PE21       28282979.565805
545             PE21       28243310.172339
550             PE21       28203273.337819
555             PE21       28162683.771990
560             PE21       28121349.835691
565             PE21       28079086.976478
570             PE21       28035714.745435
575             PE21       27991059.327393
580             PE21       27944956.380613
585             PE21       27897243.901712
590             PE21       27847776.265017
595             PE21       27796406.178249
600             PE21       27743002.157759
605             PE21       27687449.501052
610             PE21       27629627.325404
615             PE21       27569444.516631
620             PE21       27506807.628401
625             PE21       27441644.320481
630             PE21       27373889.166477
635             PE21       27303492.549053
640             PE21       27230419.860730
645             PE21       27154641.246399
650             PE21       27076155.047305
655             PE21       26994963.070452
660             PE21       26911085.420818
665             PE21       26824556.460952
670             PE21       26735424.969501
675             PE21       26643758.180120
680             PE21       26549627.202915
685             PE21       26453132.477789
690             PE21       26354382.517865
695             PE21       26253500.857362
700             PE21       26150627.434639
705             PE21       26045915.021897
710             PE21       25939536.292268
715             PE21       25831666.757932
720             PE21       25722513.407341
725             PE21       25612283.074816
730             PE21       25501201.469783
735             PE21       25389508.289026
740             PE21       25277453.402162
745             PE21       25165300.659975
750             PE21       25053324.188061
755             PE21       24941811.016297
760             PE21       24831052.227751
765             PE21       24721351.858084
770             PE21       24613024.992316
775             PE21       24506391.220019
780             PE21       24401772.816212
785             PE21       24299500.925625
790             PE21       24199907.731222
795             PE21       24103328.222310
800             PE21       24010096.730512
805             PE21       23920547.303864
810             PE21       23835012.053373
815             PE21       23753816.818378
820             PE21       23677283.143569
825             PE21       23605717.305704
830             PE21       23539429.614898
835             PE21       23478707.898445
840             PE21       23423830.564652
845             PE21       23375060.529674
850             PE21       23332636.786055
855             PE21       23296794.208163
860             PE21       23267733.114865
865             PE21       23245637.03488 
870             PE21       23230672.095387
875             PE21       23222973.072049
880             PE21       23222649.978630
885             PE21       23229789.125841
890             PE21       23244446.142937
