TIME [s]   ID         DISTANCE [m]   
0          PE24       26679658.027116
5          PE24       26654744.292447
10         PE24       26635371.250896
15         PE24       26621755.177699
20         PE24       26614093.583504
25         PE24       26612563.858836
30         PE24       26617316.103100
35         PE24       26628483.311859
40         PE24       26646175.023504
45         PE24       26670467.217048
50         PE24       26701423.190871
55         PE24       26739074.152397
60         PE24       26783429.456748
65         PE24       26834470.584267
70         PE24       26892156.247016
75         PE24       26956419.692479
80         PE24       27027177.296356
85         PE24       27104306.878739
90         PE24       27187683.257370
95         PE24       27277144.067094
100        PE24       27372517.524362
105        PE24       27473608.261086
110        PE24       27580201.769738
115        PE24       27692073.040427
120        PE24       27808969.141790
125        PE24       27930640.093004
130        PE24       28056813.750873
135        PE24       28187206.113224
140        PE24       28321528.914481
145        PE24       28459481.904912
150        PE24       28600757.961566
155        PE24       28745049.626780
160        PE24       28892042.429678
165        PE24       29041414.029410
170        PE24       29192850.774399
175        PE24       29346032.373116
180        PE24       29500642.371431
185        PE24       29656361.600345
190        PE24       29812880.526406
195        PE24       29969889.230447
200        PE24       30127087.824462
205        PE24       30284173.829823
210        PE24       30440859.579903
215        PE24       30596862.439747
220        PE24       30751905.977299
225        PE24       30905725.615838
230        PE24       31058063.618423
235        PE24       31208670.914919
240        PE24       31357312.657312
245        PE24       31503762.996739
250        PE24       31647807.737163
255        PE24       31789239.299242
260        PE24       31927869.622114
265        PE24       32063517.217613
270        PE24       32196014.698280
275        PE24       32325205.238350
280        PE24       32450946.885626
285        PE24       32573108.570694
290        PE24       32691573.343442
295        PE24       32806235.073603
300        PE24       32917000.438842
305        PE24       33023793.845170
310        PE24       33126539.222233
315        PE24       33225193.074387
320        PE24       33319702.352358
325        PE24       33410043.453120
330        PE24       33496198.337595
335        PE24       33578161.019752
340        PE24       33655938.084682
345        PE24       33729543.753776
350        PE24       33799012.418207
355        PE24       33864383.735884
360        PE24       33925706.760371
365        PE24       33983045.702187
370        PE24       34036468.071724
375        PE24       34086062.485950
380        PE24       34131917.631902
385        PE24       34174138.180953
390        PE24       34212824.104555
395        PE24       34248102.935769
400        PE24       34280099.837392
405        PE24       34308939.982372
410        PE24       34334772.390952
415        PE24       34357740.147244
420        PE24       34377992.562430
425        PE24       34395691.385426
430        PE24       34410997.319257
435        PE24       34424079.884173
440        PE24       34435099.433862
445        PE24       34444240.679493
450        PE24       34451668.516666
455        PE24       34457563.612217
460        PE24       34462101.345124
465        PE24       34465462.376956
470        PE24       34467822.779197
475        PE24       34469354.621633
480        PE24       34470235.893953
485        PE24       34470633.903465
490        PE24       34470721.282239
495        PE24       34470658.157482
500        PE24       34470606.440792
505        PE24       34470719.545837
510        PE24       34471146.943355
515        PE24       34472027.329270
520        PE24       34473497.902985
525        PE24       34475688.181745
530        PE24       34478708.555350
535        PE24       34482676.661098
540        PE24       34487690.057457
545        PE24       34493836.695919
550        PE24       34501205.551589
555        PE24       34509856.623795
560        PE24       34519856.65743 
565        PE24       34531251.650350
570        PE24       34544081.707977
575        PE24       34558365.863896
580        PE24       34574118.014698
585        PE24       34591347.302695
590        PE24       34610038.986053
595        PE24       34630173.864668
600        PE24       34651717.832142
605        PE24       34674627.592088
610        PE24       34698847.191001
615        PE24       34724310.622419
620        PE24       34750939.960260
625        PE24       34778646.193737
630        PE24       34807334.268404
635        PE24       34836897.396648
640        PE24       34867217.222831
645        PE24       34898167.902582
650        PE24       34929615.765559
655        PE24       34961422.723864
660        PE24       34993440.748657
665        PE24       35025512.605461
670        PE24       35057484.792419
675        PE24       35089185.943058
680        PE24       35120448.391413
685        PE24       35151096.379052
690        PE24       35180961.762573
