TIME [s]   ID         DISTANCE [m]   
0          PG18       31136953.063684
5          PG18       31246866.274412
10         PG18       31350221.948229
15         PG18       31446878.943503
20         PG18       31536714.222266
25         PG18       31619617.157736
30         PG18       31695497.325199
35         PG18       31764287.124696
40         PG18       31825929.920330
45         PG18       31880391.720822
50         PG18       31927646.474575
55         PG18       31967701.469583
60         PG18       32000570.851139
65         PG18       32026291.227293
70         PG18       32044915.764394
75         PG18       32056518.220887
80         PG18       32061184.333805
85         PG18       32059026.084775
90         PG18       32050168.014871
95         PG18       32034751.304639
100        PG18       32012938.389004
105        PG18       31984907.339814
110        PG18       31950851.610769
115        PG18       31910981.399088
120        PG18       31865524.189924
125        PG18       31814724.229835
130        PG18       31758841.665949
135        PG18       31698140.260394
140        PG18       31632915.930736
145        PG18       31563465.993957
150        PG18       31490104.107519
155        PG18       31413154.808486
160        PG18       31332955.759792
165        PG18       31249851.100051
170        PG18       31164196.487035
175        PG18       31076361.257415
180        PG18       30986712.251082
185        PG18       30895627.099524
190        PG18       30803490.373702
195        PG18       30710688.263325
200        PG18       30617608.477594
205        PG18       30524634.498676
210        PG18       30432161.218446
215        PG18       30340569.857032
220        PG18       30250240.274614
225        PG18       30161551.829186
230        PG18       30074867.496275
235        PG18       29990547.527220
240        PG18       29908942.304093
245        PG18       29830385.919376
250        PG18       29755194.855372
255        PG18       29683674.940469
260        PG18       29616116.049072
265        PG18       29552782.542129
270        PG18       29493920.881627
275        PG18       29439754.423758
280        PG18       29390482.657796
285        PG18       29346283.372525
290        PG18       29307296.513171
295        PG18       29273652.867551
300        PG18       29245435.945498
305        PG18       29222718.931440
310        PG18       29205534.913750
315        PG18       29193888.766871
320        PG18       29187760.802269
325        PG18       29187091.036045
330        PG18       29191805.929243
335        PG18       29201792.209417
340        PG18       29216913.060370
345        PG18       29237003.604917
350        PG18       29261874.064454
355        PG18       29291306.927871
360        PG18       29325062.144831
365        PG18       29362883.133584
370        PG18       29404482.211944
375        PG18       29449562.790259
380        PG18       29497806.436076
385        PG18       29548875.117989
390        PG18       29602420.668249
395        PG18       29658087.607863
400        PG18       29715507.146704
405        PG18       29774291.050609
410        PG18       29834063.158151
415        PG18       29894430.195156
420        PG18       29955001.833707
425        PG18       30015374.373653
430        PG18       30075162.575141
435        PG18       30133972.743759
440        PG18       30191410.192135
445        PG18       30247090.313324
450        PG18       30300639.649985
455        PG18       30351686.982184
460        PG18       30399862.784105
465        PG18       30444821.015318
470        PG18       30486218.637633
475        PG18       30523724.091358
480        PG18       30557018.093098
485        PG18       30585801.171676
490        PG18       30609782.128042
495        PG18       30628687.631144
500        PG18       30642258.490006
505        PG18       30650253.92824 
510        PG18       30652448.549593
515        PG18       30648638.010581
520        PG18       30638624.081798
525        PG18       30622244.174890
530        PG18       30599342.256285
535        PG18       30569785.229031
540        PG18       30533455.753153
545        PG18       30490261.988568
550        PG18       30440125.945358
555        PG18       30382991.821072
560        PG18       30318818.662699
565        PG18       30247593.359944
570        PG18       30169317.082477
575        PG18       30084012.571502
580        PG18       29991721.608951
585        PG18       29892505.447776
590        PG18       29786444.324045
595        PG18       29673640.342879
600        PG18       29554208.702592
605        PG18       29428291.364951
610        PG18       29296044.406318
615        PG18       29157646.376534
620        PG18       29013282.309467
625        PG18       28863172.459967
630        PG18       28707546.407323
635        PG18       28546641.779657
640        PG18       28380730.943423
645        PG18       28210089.530447
650        PG18       28035016.287906
655        PG18       27855814.896252
660        PG18       27672817.121689
665        PG18       27486356.726091
670        PG18       27296790.703546
675        PG18       27104482.728589
680        PG18       26909809.442901
685        PG18       26713158.080600
690        PG18       26514925.621903
695        PG18       26315521.121729
700        PG18       26115352.724591
705        PG18       25914846.177309
710        PG18       25714426.520478
715        PG18       25514521.153935
720        PG18       25315566.000561
725        PG18       25117989.632275
730        PG18       24922229.996035
735        PG18       24728710.885118
740        PG18       24537864.394260
745        PG18       24350108.338788
750        PG18       24165856.166830
755        PG18       23985511.363252
760        PG18       23809461.530561
765        PG18       23638089.315201
770        PG18       23471750.599707
775        PG18       23310794.131692
780        PG18       23155541.163281
785        PG18       23006294.592110
790        PG18       22863336.053228
795        PG18       22726914.055407
800        PG18       22597254.755228
805        PG18       22474558.170657
810        PG18       22358992.178163
815        PG18       22250693.933948
820        PG18       22149767.954288
825        PG18       22056286.230897
830        PG18       21970288.879468
835        PG18       21891781.965397
840        PG18       21820738.678522
845        PG18       21757100.948020
850        PG18       21700777.281407
855        PG18       21651641.497019
860        PG18       21609548.489590
865        PG18       21574316.674428
870        PG18       21545735.893453
875        PG18       21523578.928069
880        PG18       21507591.259419
885        PG18       21497495.412344
890        PG18       21493003.205169
895        PG18       21493802.384767
900        PG18       21499573.535353
905        PG18       21509985.484444
910        PG18       21524692.733671
915        PG18       21543353.496563
920        PG18       21565616.627070
925        PG18       21591130.797944
930        PG18       21619547.228262
935        PG18       21650519.743849
940        PG18       21683710.294265
945        PG18       21718781.077408
950        PG18       21755414.350605
955        PG18       21793296.841064
960        PG18       21832129.320019
965        PG18       21871629.169493
970        PG18       21911527.146396
975        PG18       21951574.122003
980        PG18       21991530.902963
985        PG18       22031189.142370
990        PG18       22070353.373617
995        PG18       22108849.731637
1000       PG18       22146523.156842
1005       PG18       22183246.625512
1010       PG18       22218912.183698
1015       PG18       22253429.549388
1020       PG18       22286739.528216
1025       PG18       22318802.244291
1030       PG18       22349593.206868
1035       PG18       22379123.403526
1040       PG18       22407417.750995
1045       PG18       22434525.150982
1050       PG18       22460516.430532
1055       PG18       22485483.405744
1060       PG18       22509537.002463
1065       PG18       22532811.496942
1070       PG18       22555457.111795
1075       PG18       22577640.280279
1080       PG18       22599552.504797
1085       PG18       22621395.762085
1090       PG18       22643382.363083
1095       PG18       22665746.487726
1100       PG18       22688732.168997
1105       PG18       22712594.578552
1110       PG18       22737595.363650
1115       PG18       22764005.326946
1120       PG18       22792100.565082
1125       PG18       22822163.041579
1130       PG18       22854475.632056
1135       PG18       22889323.608873
1140       PG18       22926983.136512
1145       PG18       22967731.286807
1150       PG18       23011845.691988
1155       PG18       23059590.038823
1160       PG18       23111212.739632
1165       PG18       23166962.341119
1170       PG18       23227065.396596
1175       PG18       23291735.810152
1180       PG18       23361168.826499
1185       PG18       23435543.48075 
1190       PG18       23515016.518683
1195       PG18       23599723.374002
1200       PG18       23689775.876896
1205       PG18       23785262.937990
1210       PG18       23886249.685270
1215       PG18       23992768.873170
1220       PG18       24104836.505746
1225       PG18       24222438.780796
1230       PG18       24345530.206445
1235       PG18       24474050.551785
1240       PG18       24607896.479810
1245       PG18       24746958.603307
1250       PG18       24891085.586698
1255       PG18       25040115.399614
1260       PG18       25193849.242553
1265       PG18       25352080.335182
1270       PG18       25514569.367340
1275       PG18       25681060.489597
1280       PG18       25851287.523085
1285       PG18       26024951.143958
