TIME [min]      ID         DISTANCE [m]   
0               PE04       32180353.369027
5               PE04       32221924.305705
10              PE04       32261801.054685
15              PE04       32300161.910024
20              PE04       32337175.520444
25              PE04       32373012.978702
30              PE04       32407852.067573
35              PE04       32441867.022861
40              PE04       32475232.340929
45              PE04       32508123.338318
50              PE04       32540712.783365
55              PE04       32573170.941873
60              PE04       32605666.309715
65              PE04       32638356.893195
70              PE04       32671410.073677
75              PE04       32704971.824005
80              PE04       32739195.219464
85              PE04       32774220.178304
90              PE04       32810179.872632
95              PE04       32847200.749712
100             PE04       32885403.291836
105             PE04       32924887.634705
110             PE04       32965764.067986
115             PE04       33008111.140637
120             PE04       33052015.797927
125             PE04       33097542.049612
130             PE04       33144747.584982
135             PE04       33193677.308870
140             PE04       33244363.131254
145             PE04       33296832.211202
150             PE04       33351086.731267
155             PE04       33407124.775721
160             PE04       33464937.366188
165             PE04       33524494.908901
170             PE04       33585758.772588
175             PE04       33648678.508735
180             PE04       33713193.484111
185             PE04       33779225.697869
190             PE04       33846695.270197
195             PE04       33915506.129381
200             PE04       33985550.306385
205             PE04       34056716.155782
210             PE04       34128873.454278
215             PE04       34201893.236180
220             PE04       34275631.412399
225             PE04       34349939.051780
230             PE04       34424657.696110
235             PE04       34499622.151510
240             PE04       34574666.012294
245             PE04       34649612.730161
250             PE04       34724282.397275
255             PE04       34798491.279681
260             PE04       34872056.176153
265             PE04       34944777.780285
270             PE04       35016475.557808
275             PE04       35086952.217763
280             PE04       35156009.792157
285             PE04       35223462.666680
290             PE04       35289117.679384
295             PE04       35352776.263323
300             PE04       35414256.513622
305             PE04       35473369.305052
310             PE04       35529931.611452
315             PE04       35583764.569697
320             PE04       35634695.643725
325             PE04       35682547.584883
330             PE04       35727158.537371
335             PE04       35768372.999160
340             PE04       35806037.027958
345             PE04       35840004.554810
350             PE04       35870138.077058
355             PE04       35896309.931528
360             PE04       35918391.029821
365             PE04       35936273.098725
370             PE04       35949854.988249
375             PE04       35959031.149880
380             PE04       35963728.526547
385             PE04       35963860.231753
390             PE04       35959366.828911
395             PE04       35950191.128848
400             PE04       35936290.417615
405             PE04       35917629.970195
410             PE04       35894188.525539
415             PE04       35865950.180806
420             PE04       35832920.478871
425             PE04       35795106.022621
430             PE04       35752533.782542
435             PE04       35705234.831681
440             PE04       35653258.759812
445             PE04       35596663.028743
450             PE04       35535510.979433
455             PE04       35469895.358442
460             PE04       35399898.403034
465             PE04       35325629.952911
470             PE04       35247207.328770
475             PE04       35164756.880997
480             PE04       35078419.392707
485             PE04       34988337.382124
490             PE04       34894680.851155
495             PE04       34797617.822224
500             PE04       34697325.351448
505             PE04       34594003.346965
510             PE04       34487849.142761
515             PE04       34379071.521347
520             PE04       34267896.662807
525             PE04       34154547.053650
530             PE04       34039259.621148
535             PE04       33922281.934476
540             PE04       33803863.325499
545             PE04       33684261.396014
550             PE04       33563736.312551
555             PE04       33442561.545990
560             PE04       33321001.706099
565             PE04       33199340.359045
570             PE04       33077853.892639
575             PE04       32956818.579703
580             PE04       32836521.964342
585             PE04       32717239.789138
590             PE04       32599260.786018
595             PE04       32482855.549610
600             PE04       32368308.883188
605             PE04       32255886.710583
610             PE04       32145854.821572
615             PE04       32038482.766293
620             PE04       31934017.268220
625             PE04       31832709.607621
630             PE04       31734795.837010
635             PE04       31640502.561193
640             PE04       31550040.388031
645             PE04       31463617.522711
650             PE04       31381422.849605
655             PE04       31303633.469374
660             PE04       31230402.943607
665             PE04       31161884.094762
670             PE04       31098194.898024
675             PE04       31039449.874662
680             PE04       30985741.910685
685             PE04       30937142.632458
690             PE04       30893700.843047
695             PE04       30855459.613356
700             PE04       30822423.801898
705             PE04       30794592.280526
710             PE04       30771940.259788
715             PE04       30754421.700359
720             PE04       30741972.213100
725             PE04       30734504.097933
730             PE04       30731917.296220
735             PE04       30734088.532656
740             PE04       30740879.512015
745             PE04       30752126.129610
750             PE04       30767662.697405
755             PE04       30787297.790457
760             PE04       30810819.446854
765             PE04       30838017.994473
770             PE04       30868658.677110
775             PE04       30902498.505010
780             PE04       30939282.164108
785             PE04       30978748.273649
790             PE04       31020621.898868
795             PE04       31064619.186259
800             PE04       31110462.308943
805             PE04       31157853.846202
810             PE04       31206494.591107
815             PE04       31256092.937397
820             PE04       31306343.483341
825             PE04       31356945.493487
830             PE04       31407597.732432
835             PE04       31457996.781143
840             PE04       31507845.526116
845             PE04       31556845.990419
850             PE04       31604708.484729
855             PE04       31651144.891469
860             PE04       31695871.165816
865             PE04       31738613.229619
870             PE04       31779101.259120
875             PE04       31817073.392429
880             PE04       31852275.420944
885             PE04       31884463.955532
890             PE04       31913404.637690
895             PE04       31938865.111168
900             PE04       31960638.142815
905             PE04       31978513.100377
910             PE04       31992299.914662
915             PE04       32001813.367600
920             PE04       32006883.162800
925             PE04       32007354.119919
930             PE04       32003073.424928
935             PE04       31993913.118313
940             PE04       31979749.828975
945             PE04       31960476.340398
950             PE04       31935998.493277
955             PE04       31906230.681199
960             PE04       31871109.322514
965             PE04       31830579.244455
970             PE04       31784594.943626
975             PE04       31733130.147130
980             PE04       31676174.900714
985             PE04       31613726.618805
990             PE04       31545797.109735
995             PE04       31472413.049771
1000            PE04       31393618.167662
1005            PE04       31309463.985772
1010            PE04       31220021.115353
1015            PE04       31125365.529576
1020            PE04       31025595.174388
1025            PE04       30920817.022397
1030            PE04       30811151.424360
1035            PE04       30696730.430193
1040            PE04       30577701.680701
1045            PE04       30454221.564338
1050            PE04       30326464.885793
1055            PE04       30194606.340325
1060            PE04       30058846.913388
1065            PE04       29919386.617424
1070            PE04       29776446.906052
1075            PE04       29630254.069225
1080            PE04       29481042.364777
1085            PE04       29329062.269973
1090            PE04       29174568.807651
1095            PE04       29017828.190391
1100            PE04       28859113.927711
1105            PE04       28698706.771465
1110            PE04       28536896.413017
1115            PE04       28373978.151606
1120            PE04       28210254.069955
1125            PE04       28046026.392655
1130            PE04       27881611.502065
1135            PE04       27717317.679403
1140            PE04       27553461.301948
1145            PE04       27390364.206290
1150            PE04       27228342.792524
1155            PE04       27067715.707161
1160            PE04       26908802.406023
1165            PE04       26751909.896954
1170            PE04       26597352.292542
1175            PE04       26445437.454548
1180            PE04       26296466.423128
1185            PE04       26150722.988694
1190            PE04       26008497.322988
1195            PE04       25870066.080370
1200            PE04       25735684.714418
1205            PE04       25605608.023674
1210            PE04       25480072.292989
1215            PE04       25359302.580874
1220            PE04       25243502.366087
1225            PE04       25132864.736801
1230            PE04       25027560.876484
1235            PE04       24927744.694167
1240            PE04       24833550.255291
1245            PE04       24745091.132351
1250            PE04       24662460.483538
1255            PE04       24585732.017298
1260            PE04       24514949.001366
1265            PE04       24450146.283724
1270            PE04       24391324.946515
1275            PE04       24338469.277435
1280            PE04       24291543.109596
1285            PE04       24250487.926169
1290            PE04       24215216.614072
1295            PE04       24185628.762287
1300            PE04       24161609.502903
1305            PE04       24143013.176352
1310            PE04       24129685.550946
1315            PE04       24121447.254565
1320            PE04       24118110.050220
1325            PE04       24119470.046405
1330            PE04       24125309.375907
1335            PE04       24135395.758798
1340            PE04       24149491.239854
1345            PE04       24167346.282732
1350            PE04       24188702.669594
1355            PE04       24213298.424481
1360            PE04       24240867.053376
1365            PE04       24271139.221488
1370            PE04       24303837.054259
1375            PE04       24338692.288053
1380            PE04       24375433.518653
1385            PE04       24413785.682126
1390            PE04       24453487.714051
1395            PE04       24494273.720316
1400            PE04       24535890.215997
1405            PE04       24578086.151449
1410            PE04       24620617.258605
1415            PE04       24663248.625913
1420            PE04       24705761.284021
1425            PE04       24747936.962554
1430            PE04       24789574.344181
1435            PE04       24830480.495952
1440            PE04       24870475.829454
