TIME [min]      ID         DISTANCE [m]   
0               PG22       25468774.943526
5               PG22       25570738.202813
10              PG22       25669320.081690
15              PG22       25764569.637224
20              PG22       25856551.228054
25              PG22       25945347.554758
30              PG22       26031063.590836
35              PG22       26113811.504786
40              PG22       26193721.574012
45              PG22       26270939.635234
50              PG22       26345631.143003
55              PG22       26417961.275227
60              PG22       26488120.824489
65              PG22       26556299.620749
70              PG22       26622700.298882
75              PG22       26687543.159326
80              PG22       26751045.625155
85              PG22       26813431.126648
90              PG22       26874939.654315
95              PG22       26935799.632816
100             PG22       26996255.011295
105             PG22       27056545.217202
110             PG22       27116902.684491
115             PG22       27177576.308960
120             PG22       27238791.537134
125             PG22       27300779.799517
130             PG22       27363771.071019
135             PG22       27427974.524149
140             PG22       27493604.059716
145             PG22       27560856.447457
150             PG22       27629918.205955
155             PG22       27700963.723551
160             PG22       27774155.999832
165             PG22       27849635.214569
170             PG22       27927531.177241
175             PG22       28007961.669412
180             PG22       28091017.123015
185             PG22       28176776.939454
190             PG22       28265293.615363
195             PG22       28356608.137083
200             PG22       28450736.930785
205             PG22       28547679.256517
210             PG22       28647404.181001
215             PG22       28749874.553597
220             PG22       28855023.608791
225             PG22       28962769.068351
230             PG22       29073003.746182
235             PG22       29185607.272098
240             PG22       29300436.538457
245             PG22       29417331.656874
250             PG22       29536117.539652
255             PG22       29656596.061143
260             PG22       29778565.154074
265             PG22       29901800.360911
270             PG22       30026068.499252
275             PG22       30151117.271403
280             PG22       30276692.547605
285             PG22       30402527.137532
290             PG22       30528344.783899
295             PG22       30653861.059879
300             PG22       30778793.909954
305             PG22       30902842.858689
310             PG22       31025720.507645
315             PG22       31147122.583963
320             PG22       31266758.300492
325             PG22       31384322.566525
330             PG22       31499525.657096
335             PG22       31612072.497300
340             PG22       31721673.753326
345             PG22       31828048.214593
350             PG22       31930915.798574
355             PG22       32030006.126728
360             PG22       32125056.160453
365             PG22       32215813.149975
370             PG22       32302032.911724
375             PG22       32383476.514981
380             PG22       32459928.697565
385             PG22       32531167.711939
390             PG22       32597003.509004
395             PG22       32657248.133858
400             PG22       32711722.278141
405             PG22       32760273.906013
410             PG22       32802757.166848
415             PG22       32839041.940703
420             PG22       32869010.163219
425             PG22       32892564.643753
430             PG22       32909623.055308
435             PG22       32920116.494264
440             PG22       32923992.704892
445             PG22       32921219.056395
450             PG22       32911769.618582
455             PG22       32895648.403561
460             PG22       32872864.178534
465             PG22       32843452.771566
470             PG22       32807456.651713
475             PG22       32764941.293421
480             PG22       32715988.758605
485             PG22       32660689.841662
490             PG22       32599163.887147
495             PG22       32531531.631192
500             PG22       32457946.089122
505             PG22       32378563.290618
510             PG22       32293556.657224
515             PG22       32203121.658021
520             PG22       32107463.370717
525             PG22       32006798.508549
530             PG22       31901364.434686
535             PG22       31791410.027323
540             PG22       31677190.284658
545             PG22       31558983.296581
550             PG22       31437076.926782
555             PG22       31311761.335601
560             PG22       31183346.146771
565             PG22       31052152.606063
570             PG22       30918505.514978
575             PG22       30782739.247515
580             PG22       30645197.817744
585             PG22       30506232.192876
590             PG22       30366190.721402
595             PG22       30225435.606093
600             PG22       30084331.639685
605             PG22       29943241.955976
610             PG22       29802531.294624
615             PG22       29662565.484900
620             PG22       29523705.344487
625             PG22       29386315.358578
630             PG22       29250742.119827
635             PG22       29117340.570552
640             PG22       28986445.034380
645             PG22       28858393.017099
650             PG22       28733502.534497
655             PG22       28612077.975376
660             PG22       28494414.438388
665             PG22       28380789.198754
670             PG22       28271459.695767
675             PG22       28166667.234430
680             PG22       28066632.271432
685             PG22       27971553.355861
690             PG22       27881605.135105
695             PG22       27796937.405486
700             PG22       27717678.209850
705             PG22       27643920.614828
710             PG22       27575744.823095
715             PG22       27513192.731148
720             PG22       27456280.719439
725             PG22       27404998.557730
730             PG22       27359305.378225
735             PG22       27319129.570642
740             PG22       27284380.810573
745             PG22       27254935.056889
750             PG22       27230636.809506
755             PG22       27211311.385808
760             PG22       27196758.368496
765             PG22       27186753.123712
770             PG22       27181043.676597
775             PG22       27179363.471719
780             PG22       27181422.699759
785             PG22       27186908.664350
790             PG22       27195502.885907
795             PG22       27206864.836478
800             PG22       27220640.083556
805             PG22       27236467.471999
810             PG22       27253974.124475
815             PG22       27272778.114500
820             PG22       27292495.307639
