TIME [min]      ID         DISTANCE [m]   
0               PR12       31141542.302842
5               PR12       31197897.516221
10              PR12       31246064.409567
15              PR12       31285815.778885
20              PR12       31316943.983108
25              PR12       31339270.499193
30              PR12       31352643.576183
35              PR12       31356929.920515
40              PR12       31352033.722885
45              PR12       31337872.189514
50              PR12       31314397.434359
55              PR12       31281585.758528
60              PR12       31239435.881353
65              PR12       31187975.437678
70              PR12       31127256.432503
75              PR12       31057354.527204
80              PR12       30978373.735162
85              PR12       30890440.141154
90              PR12       30793706.176773
95              PR12       30688347.720742
100             PR12       30574562.764536
105             PR12       30452576.780709
110             PR12       30322635.775775
115             PR12       30185007.315262
120             PR12       30039983.515200
125             PR12       29887876.264139
130             PR12       29729018.474719
135             PR12       29563765.319465
140             PR12       29392483.043396
145             PR12       29215569.531203
150             PR12       29033434.351841
155             PR12       28846495.905962
160             PR12       28655197.292323
165             PR12       28460001.314407
170             PR12       28261365.954483
175             PR12       28059779.302338
180             PR12       27855731.613080
185             PR12       27649725.058213
190             PR12       27442259.473445
195             PR12       27233857.347101
200             PR12       27025035.189401
205             PR12       26816306.734445
210             PR12       26608197.243144
215             PR12       26401223.715035
220             PR12       26195895.974332
225             PR12       25992719.664304
230             PR12       25792193.351781
235             PR12       25594801.590684
240             PR12       25401015.068252
245             PR12       25211286.960082
250             PR12       25026053.745118
255             PR12       24845724.058427
260             PR12       24670683.195218
265             PR12       24501298.102714
270             PR12       24337894.111358
275             PR12       24180767.573919
280             PR12       24030190.397612
285             PR12       23886387.344357
290             PR12       23749550.425127
295             PR12       23619832.838121
300             PR12       23497346.220339
305             PR12       23382161.905516
310             PR12       23274311.427864
315             PR12       23173783.774607
320             PR12       23080526.528735
325             PR12       22994450.870539
330             PR12       22915415.433917
335             PR12       22843259.475264
340             PR12       22777776.667725
345             PR12       22718716.578215
350             PR12       22665816.206191
355             PR12       22618766.674077
360             PR12       22577241.746447
365             PR12       22540883.394209
370             PR12       22509320.782484
375             PR12       22482157.313896
380             PR12       22458988.249970
385             PR12       22439392.878477
390             PR12       22422944.150920
395             PR12       22409212.759700
400             PR12       22397762.437138
405             PR12       22388164.125083
410             PR12       22379983.243937
415             PR12       22372807.179881
420             PR12       22366222.244783
425             PR12       22359831.306840
430             PR12       22353253.361201
435             PR12       22346115.574384
440             PR12       22338080.443095
445             PR12       22328815.972330
450             PR12       22318024.112081
455             PR12       22305427.219809
460             PR12       22290773.104581
465             PR12       22273840.490138
470             PR12       22254429.713079
