TIME [s]   ID         DISTANCE [m]   
0          PG06       27282689.774367
5          PG06       27091276.489585
10         PG06       26900772.528411
15         PG06       26711633.477696
20         PG06       26524321.296153
25         PG06       26339301.296695
30         PG06       26157042.481896
35         PG06       25978001.005173
40         PG06       25802647.760719
45         PG06       25631438.009093
50         PG06       25464821.487368
55         PG06       25303234.439507
60         PG06       25147103.052917
65         PG06       24996844.873182
70         PG06       24852853.269410
75         PG06       24715493.290245
80         PG06       24585123.992572
85         PG06       24462065.107824
90         PG06       24346616.361414
95         PG06       24239041.088792
100        PG06       24139572.256760
105        PG06       24048408.057954
110        PG06       23965711.546055
115        PG06       23891605.083587
120        PG06       23826175.615101
125        PG06       23769460.226633
130        PG06       23721463.461138
135        PG06       23682150.574806
140        PG06       23651439.995504
145        PG06       23629209.926941
150        PG06       23615301.764831
155        PG06       23609511.210107
160        PG06       23611603.626735
165        PG06       23621309.041857
170        PG06       23638315.376728
175        PG06       23662287.849178
180        PG06       23692857.806955
185        PG06       23729629.920699
190        PG06       23772186.16071 
195        PG06       23820087.979799
200        PG06       23872876.020156
205        PG06       23930077.991395
210        PG06       23991207.213269
215        PG06       24055766.435241
220        PG06       24123253.879772
225        PG06       24193162.152979
230        PG06       24264978.677140
235        PG06       24338201.572315
240        PG06       24412319.279835
245        PG06       24486833.557283
250        PG06       24561249.000003
255        PG06       24635083.242456
260        PG06       24707861.837572
265        PG06       24779121.428433
270        PG06       24848420.194818
275        PG06       24915317.088511
280        PG06       24979405.427785
285        PG06       25040286.594944
290        PG06       25097575.378799
295        PG06       25150917.689226
300        PG06       25199975.633155
305        PG06       25244430.550556
310        PG06       25283988.088805
315        PG06       25318373.225866
320        PG06       25347338.770269
325        PG06       25370658.038518
330        PG06       25388126.895987
335        PG06       25399572.297115
340        PG06       25404832.784749
345        PG06       25403787.315067
350        PG06       25396333.332888
355        PG06       25382385.319101
360        PG06       25361898.796075
365        PG06       25334846.168215
370        PG06       25301223.432553
375        PG06       25261059.131806
380        PG06       25214403.391813
385        PG06       25161335.018208
390        PG06       25101957.821835
395        PG06       25036395.714941
400        PG06       24964812.190980
405        PG06       24887386.552691
410        PG06       24804327.013056
415        PG06       24715862.211146
420        PG06       24622256.553706
425        PG06       24523794.617093
430        PG06       24420781.644759
435        PG06       24313551.685595
440        PG06       24202461.112617
445        PG06       24087897.715846
450        PG06       23970260.998703
455        PG06       23849978.215840
460        PG06       23727497.288250
465        PG06       23603291.470955
470        PG06       23477841.126878
475        PG06       23351654.960581
480        PG06       23225256.011385
485        PG06       23099182.786362
490        PG06       22973983.610494
495        PG06       22850223.827014
500        PG06       22728473.572565
505        PG06       22609310.946647
510        PG06       22493315.422378
515        PG06       22381073.631103
520        PG06       22273165.660716
525        PG06       22170169.068257
530        PG06       22072653.091065
535        PG06       21981170.988222
540        PG06       21896269.798597
545        PG06       21818464.756076
550        PG06       21748260.596134
555        PG06       21686128.973709
560        PG06       21632512.850157
565        PG06       21587817.674240
570        PG06       21552419.493203
575        PG06       21526645.257828
580        PG06       21510785.930883
585        PG06       21505082.437212
590        PG06       21509731.586226
595        PG06       21524875.014879
600        PG06       21550609.595248
605        PG06       21586978.004129
610        PG06       21633972.179728
615        PG06       21691534.003994
620        PG06       21759559.721509
625        PG06       21837884.432630
630        PG06       21926307.697086
635        PG06       22024585.112874
640        PG06       22132423.287324
645        PG06       22249492.748097
650        PG06       22375431.953486
655        PG06       22509843.112456
660        PG06       22652304.746297
665        PG06       22802356.597703
670        PG06       22959537.312691
675        PG06       23123350.040921
680        PG06       23293293.608224
685        PG06       23468850.895895
690        PG06       23649498.802652
695        PG06       23834708.248020
700        PG06       24023949.748436
705        PG06       24216694.909505
710        PG06       24412412.698339
715        PG06       24610588.179759
720        PG06       24810707.230046
725        PG06       25012266.729206
730        PG06       25214775.076826
735        PG06       25417755.104599
740        PG06       25620741.087159
745        PG06       25823285.598442
750        PG06       26024959.069912
755        PG06       26225340.708984
760        PG06       26424039.580280
765        PG06       26620681.900387
770        PG06       26814899.515245
775        PG06       27006364.170586
780        PG06       27194755.540307
785        PG06       27379776.118727
790        PG06       27561150.374711
795        PG06       27738622.694303
800        PG06       27911958.578061
805        PG06       28080945.679979
810        PG06       28245388.516318
815        PG06       28405116.811721
820        PG06       28559978.138490
825        PG06       28709845.349777
830        PG06       28854601.664040
835        PG06       28994163.384686
840        PG06       29128452.743551
845        PG06       29257421.305380
850        PG06       29381039.634026
855        PG06       29499284.378926
860        PG06       29612169.322912
865        PG06       29719708.236603
870        PG06       29821945.969276
875        PG06       29918936.113335
880        PG06       30010749.641243
885        PG06       30097475.726712
890        PG06       30179213.432352
895        PG06       30256082.110772
900        PG06       30328213.089724
905        PG06       30395744.570180
910        PG06       30458834.361665
915        PG06       30517648.241243
920        PG06       30572366.893830
925        PG06       30623169.391520
930        PG06       30670257.617522
935        PG06       30713834.400624
940        PG06       30754103.225117
945        PG06       30791286.114383
950        PG06       30825601.957975
955        PG06       30857275.515273
960        PG06       30886532.737856
965        PG06       30913605.825127
970        PG06       30938718.580588
975        PG06       30962100.354527
980        PG06       30983985.750728
985        PG06       31004588.297767
990        PG06       31024135.386927
