TIME [s]   ID         DISTANCE [m]   
0          PR11       29754399.604995
5          PR11       29661341.154649
10         PR11       29558940.241398
15         PR11       29447285.922226
20         PR11       29326514.327176
25         PR11       29196775.985314
30         PR11       29058248.923575
35         PR11       28911141.117286
40         PR11       28755691.063519
45         PR11       28592157.214723
50         PR11       28420825.051441
55         PR11       28242003.419749
60         PR11       28056036.527703
65         PR11       27863276.915017
70         PR11       27664118.588284
75         PR11       27458969.223706
80         PR11       27248262.863078
85         PR11       27032455.646583
90         PR11       26812022.420117
95         PR11       26587466.816232
100        PR11       26359306.584644
105        PR11       26128083.126818
110        PR11       25894348.088961
115        PR11       25658678.248433
120        PR11       25421661.280205
125        PR11       25183897.899009
130        PR11       24946009.397605
135        PR11       24708618.985485
140        PR11       24472355.172072
145        PR11       24237861.083724
150        PR11       24005778.061394
155        PR11       23776752.674435
160        PR11       23551418.967306
165        PR11       23330418.615230
170        PR11       23114376.402979
175        PR11       22903904.339266
180        PR11       22699605.230713
185        PR11       22502051.783422
190        PR11       22311805.350806
195        PR11       22129385.979636
200        PR11       21955294.467480
205        PR11       21789989.245829
210        PR11       21633891.785541
215        PR11       21487372.109293
220        PR11       21350768.858887
225        PR11       21224358.170671
230        PR11       21108366.734019
235        PR11       21002969.7397  
240        PR11       20908283.978517
245        PR11       20824371.317273
250        PR11       20751226.534489
255        PR11       20688793.923989
260        PR11       20636964.673535
265        PR11       20595558.104524
270        PR11       20564357.047238
275        PR11       20543082.500296
280        PR11       20531411.745008
285        PR11       20528969.126085
290        PR11       20535343.268547
295        PR11       20550095.799125
300        PR11       20572734.061680
305        PR11       20602761.249904
310        PR11       20639641.795756
315        PR11       20682823.927488
320        PR11       20731753.131479
325        PR11       20785857.780569
330        PR11       20844559.300286
335        PR11       20907288.106797
340        PR11       20973474.181699
345        PR11       21042557.155060
350        PR11       21113981.134619
355        PR11       21187216.337322
360        PR11       21261745.160077
365        PR11       21337071.255296
370        PR11       21412720.823554
375        PR11       21488238.974076
380        PR11       21563212.795545
385        PR11       21637243.674595
390        PR11       21709964.562663
395        PR11       21781049.684086
400        PR11       21850191.514239
405        PR11       21917125.585591
410        PR11       21981617.264356
415        PR11       22043457.882943
420        PR11       22102487.83182 
425        PR11       22158571.444838
430        PR11       22211607.454163
435        PR11       22261532.279173
440        PR11       22308315.525120
445        PR11       22351958.484487
450        PR11       22392497.133255
455        PR11       22429999.408551
460        PR11       22464565.398824
465        PR11       22496329.265606
470        PR11       22525443.700418
475        PR11       22552106.921063
480        PR11       22576536.720280
485        PR11       22598977.457593
490        PR11       22619699.122878
495        PR11       22639000.227870
500        PR11       22657192.952049
505        PR11       22674618.490186
510        PR11       22691631.200132
515        PR11       22708606.00851 
520        PR11       22725925.203572
525        PR11       22743990.094127
530        PR11       22763208.344092
535        PR11       22783995.243333
540        PR11       22806766.132828
545        PR11       22831936.938412
550        PR11       22859930.145412
555        PR11       22891156.212229
560        PR11       22926015.755596
565        PR11       22964906.377945
570        PR11       23008195.564561
575        PR11       23056253.436816
580        PR11       23109414.775175
585        PR11       23167997.813099
590        PR11       23232292.564340
595        PR11       23302559.887056
600        PR11       23379030.434847
605        PR11       23461902.832346
610        PR11       23551338.344327
615        PR11       23647463.931703
620        PR11       23750368.765857
625        PR11       23860102.023392
630        PR11       23976668.642529
635        PR11       24100047.354779
640        PR11       24230166.599329
645        PR11       24366918.447837
650        PR11       24510157.241803
655        PR11       24659699.865917
660        PR11       24815326.819774
665        PR11       24976785.427770
670        PR11       25143786.549338
675        PR11       25316015.422617
680        PR11       25493129.092565
685        PR11       25674746.680845
690        PR11       25860479.049118
695        PR11       26049907.821335
700        PR11       26242595.227657
705        PR11       26438085.142621
710        PR11       26635908.504150
715        PR11       26835592.843120
720        PR11       27036638.351960
725        PR11       27238557.20104 
730        PR11       27440844.969394
735        PR11       27642997.986240
740        PR11       27844511.760484
745        PR11       28044881.705609
750        PR11       28243611.064097
755        PR11       28440202.888870
760        PR11       28634173.834189
765        PR11       28825036.316593
770        PR11       29012328.907976
775        PR11       29195590.248720
780        PR11       29374378.913671
785        PR11       29548255.684962
790        PR11       29716812.398304
795        PR11       29879646.581522
800        PR11       30036376.877608
805        PR11       30186634.615203
810        PR11       30330074.829512
815        PR11       30466373.010942
820        PR11       30595217.876154
825        PR11       30716330.826143
830        PR11       30829445.939753
835        PR11       30934321.831556
840        PR11       31030740.194162
845        PR11       31118503.437445
850        PR11       31197441.950066
855        PR11       31267407.127062
