TIME [s]   SATELITE_I DISTANCE [m]        
27900      12         22090089.3497437    
27900      13         25528668.5456848    
27900      14         27422936.3007256    
27900      15         23765033.5909726    
27900      16         28045131.1987865    
27900      17         29673507.1785049    
27900      18         22076940.2957264    
27900      19         28938272.5912186    
27900      20         20516993.0513156    
27900      21         21966397.0798226    
27900      22         32296907.2716527    
27900      23         30116083.0574139    
27900      24         25200165.4108187    
27900      25         20347772.57416      
27900      26         25580972.2534832    
27900      27         28736791.4292849    
27900      28         31667272.4839644    
27900      29         21972922.6503731    
27900      30         31266351.2865076    
27900      31         24264863.1401451    
27900      32         27072572.5875515    
28800      01         31691644.8480585    
28800      02         26652873.6023329    
28800      03         32799051.8217798    
28800      04         27499989.4702328    
28800      05         23630756.302776     
28800      06         29938922.5254333    
28800      07         31027958.537195     
28800      08         30647687.6691739    
28800      09         29758506.5432337    
28800      10         24456996.7398195    
28800      11         31724666.8739165    
28800      12         22567939.0337329    
28800      13         25376847.9064081    
28800      14         27383106.0735144    
28800      15         23508048.8085478    
28800      16         27484192.4725831    
28800      17         29921820.955083     
28800      18         21633906.457465     
28800      19         29197793.3708508    
28800      20         20638805.6470259    
28800      21         22009726.0706924    
28800      22         32123636.1600053    
28800      23         30289492.1729862    
28800      24         25537015.160733     
28800      25         20519102.0516484    
28800      26         24995300.8136162    
28800      27         28488322.1904427    
28800      28         31979196.2166414    
28800      29         21852730.8199898    
28800      30         31118899.4023452    
28800      31         24269256.2055564    
28800      32         26950878.4909771    
29700      01         31424317.7022239    
29700      02         26955718.4024184    
29700      03         32767261.6419114    
29700      04         27148223.8117184    
29700      05         24179411.8451058    
29700      06         30157378.7518827    
29700      07         30742837.2710075    
29700      08         30505700.0796279    
29700      09         30013141.3800441    
29700      10         23860282.3705885    
29700      11         31560954.1433135    
29700      12         23097957.5603527    
29700      13         25246694.5437911    
29700      14         27295300.8817025    
29700      15         23266000.2064465    
29700      16         26905471.4441963    
29700      17         30188393.8574367    
29700      18         21251300.5524597    
29700      19         29471097.5317895    
29700      20         20851668.0078924    
29700      21         22081580.3086371    
29700      22         31893810.0062497    
29700      23         30474978.5296768    
29700      24         25822638.7714538    
29700      25         20780169.2479436    
29700      26         24426346.891715     
29700      27         28210015.8563024    
29700      28         32239218.479183     
29700      29         21738119.2728205    
29700      30         30940764.5604867    
29700      31         24328991.7117607    
29700      32         26771734.2060055    
30600      01         31154847.0119308    
30600      02         27227211.0373833    
30600      03         32674141.0569949    
30600      04         26764582.2854437    
30600      05         24762608.5679235    
30600      06         30341027.3875384    
30600      07         30461035.7954684    
30600      08         30333847.4397221    
30600      09         30290953.5225826    
30600      10         23284762.5894408    
30600      11         31395464.6675878    
30600      12         23668032.5326262    
30600      13         25150465.4645464    
30600      14         27154663.276042     
30600      15         23052867.8877026    
30600      16         26319575.9323369    
30600      17         30470338.5968422    
30600      18         20939220.2553951    
30600      19         29758306.1188952    
30600      20         21148267.3735112    
30600      21         22172102.8650727    
30600      22         31610612.8353208    
30600      23         30663374.5477491    
30600      24         26053566.0592776    
30600      25         21123859.5994992    
30600      26         23887035.6829312    
30600      27         27898179.3314294    
30600      28         32442546.4456899    
30600      29         21637318.3295133    
30600      30         30740980.7227472    
30600      31         24434625.7815104    
30600      32         26533856.0926267    
31500      01         30888181.6577267    
31500      02         27470134.0414936    
31500      03         32521351.2117732    
31500      04         26349101.1251605    
31500      05         25366786.5393522    
31500      06         30494748.4574361    
31500      07         30192159.6549963    
31500      08         30127226.7032029    
31500      09         30582570.4172441    
31500      10         22743311.7120029    
31500      11         31227298.1398721    
31500      12         24265255.0741785    
31500      13         25099429.7544323    
31500      14         26958060.6330839    
31500      15         22882445.6415852    
31500      16         25738269.0193248    
31500      17         30763375.8254535    
31500      18         20705354.1646705    
31500      19         30058201.7844568    
31500      20         21518517.4421855    
31500      21         22271881.1450451    
31500      22         31278442.6272126    
31500      23         30845206.7540801    
31500      24         26228177.1349946    
31500      25         21540068.1716595    
31500      26         23390414.3452783    
31500      27         27550204.7208245    
31500      28         32585767.2509179    
31500      29         21559494.6913915    
31500      30         30529151.6495969    
31500      31         24575156.8920422    
31500      32         26237796.7782142    
32400      01         30628297.2120879    
32400      02         27688371.8776503    
32400      03         32311825.950516     
32400      04         25903327.3476069    
32400      05         25978947.1054335    
32400      06         30623948.8769354    
32400      07         29945226.0248315    
32400      08         29881693.0264828    
32400      09         30878050.936885     
32400      10         22248270.6388175    
32400      11         31054648.6124108    
32400      12         24876462.8249309    
32400      13         25103278.806456     
32400      14         26704167.9363018    
32400      15         22767617.9956089    
32400      16         25174177.3224572    
32400      17         31062030.4131644    
32400      18         20554443.4133854    
32400      19         30368249.1728388    
32400      20         21950376.9565158    
32400      21         22372356.8647529    
32400      22         30902780.7993748    
32400      23         31011053.8556076    
32400      24         26346704.9228555    
32400      25         22016422.9728458    
32400      26         22949071.7624811    
32400      27         27164781.3308771    
32400      28         32666906.4786166    
32400      29         21514302.7417644    
32400      30         30315171.1889275    
32400      31         24738597.7771708    
32400      32         25885966.6420849    
33300      01         30378022.2156013    
33300      02         27886699.8186395    
33300      03         32049688.6045339    
33300      04         25430440.1605717    
33300      05         26587064.1128935    
33300      06         30734332.5069768    
33300      07         29728274.3355028    
33300      08         29594054.5614046    
33300      09         31167278.4884572    
33300      10         21810868.4361574    
33300      11         30874907.7537742    
33300      12         25488721.1453857    
33300      13         25169571.4557007    
33300      14         26393519.1103891    
33300      15         22719633.8634075    
33300      16         24640362.6534011    
33300      17         31359884.9952184    
33300      18         20487954.5122444    
33300      19         30684697.7438529    
33300      20         22430698.9751767    
33300      21         22466152.2885228    
33300      22         30490096.7267287    
33300      23         31151879.1786082    
33300      24         26411220.0479472    
33300      25         22539080.7960356    
33300      26         22574450.8731801    
33300      27         26742037.1164629    
33300      28         32685479.9531921    
33300      29         21511334.4116771    
33300      30         30108909.5012101    
33300      31         24912540.4706987    
33300      32         25482647.4236588    
34200      01         30138929.4967343    
34200      02         28070584.7106242    
34200      03         31740129.4963832    
34200      04         24935284.350784     
34200      05         27180362.1916415    
34200      06         30831625.4337384    
34200      07         29548008.8357648    
34200      08         29262252.758298     
34200      09         31440304.6329041    
34200      10         21440607.4461231    
34200      11         30684800.6079112    
34200      12         26089685.4803949    
34200      13         25303278.2773897    
34200      14         26028538.8033939    
34200      15         22747359.2184098    
34200      16         24149844.6428717    
34200      17         31649837.328098     
34200      18         20504008.3517325    
34200      19         31002737.9925671    
34200      20         22946013.9879822    
34200      21         22547317.3911922    
34200      22         30047656.3991619    
34200      23         31259301.6152758    
34200      24         26425591.6458535    
34200      25         23093478.6621916    
34200      26         22276105.6277327    
34200      27         26283677.3165743    
34200      28         32642461.4154434    
34200      29         21559500.8224547    
34200      30         29919828.1942984    
34200      31         25084669.5058617    
34200      32         25033980.5193106    
35100      01         29911278.319044     
35100      02         28245896.9896634    
35100      03         31389297.9215733    
35100      04         24424383.1869983    
35100      05         27749515.4062299    
35100      06         30921333.292352     
35100      07         29409460.3090147    
35100      08         28885508.5843984    
35100      09         31687677.9930431    
35100      10         21144686.9701749    
35100      11         30480534.0067633    
35100      12         26667909.6901506    
35100      13         25506493.921359     
35100      14         25613563.0317133    
35100      15         22856662.2368751    
35100      16         23714948.7309802    
35100      17         31924415.5690976    
35100      18         20597587.766211     
35100      19         31316668.4254023    
35100      20         23483190.0638503    
35100      21         22611519.1032888    
35100      22         29583329.9895427    
35100      23         31325842.3987254    
35100      24         26395421.6081817    
35100      25         23664992.8189623    
35100      26         22061001.0360117    
35100      27         25793081.0316162    
35100      28         32540271.0060317    
35100      29         21666423.2977055    
35100      30         29756604.2542723    
35100      31         25243219.527866     
35100      32         24547924.3309304    
36000      01         29694017.1306199    
36000      02         28418634.5560314    
36000      03         31004111.6877467    
36000      04         23905913.1246008    
36000      05         28286741.1342248    
36000      06         31008465.5387307    
36000      07         29315702.9202526    
36000      08         28464434.4593568    
36000      09         31900694.450471     
36000      10         20927521.8624966    
36000      11         30258001.06847      
36000      12         27213062.165324     
36000      13         25778324.77338      
36000      14         25154794.1956843    
36000      15         23050029.5905506    
36000      16         23346664.4250498    
36000      17         32176056.074506     
36000      18         20760999.5612862    
36000      19         31620141.2893915    
36000      20         24029958.9895899    
36000      21         22656132.7189614    
36000      22         29105392.3168586    
36000      23         31345124.0026451    
36000      24         26327942.5496222    
36000      25         24239469.4748847    
36000      26         21932937.3948959    
36000      27         25275371.4524508    
36000      28         32382703.4078539    
36000      29         21837846.6732371    
36000      30         29626731.3610895    
36000      31         25377336.8208949    
36000      32         24034185.5641445    
36900      01         29484873.0534531    
36900      02         28594614.7123273    
36900      03         30592085.9595903    
36900      04         23389569.7772825    
36900      05         28785864.5537134    
36900      06         31097310.0767286    
36900      07         29267696.3513944    
36900      08         28001156.4309413    
36900      09         32071609.0503154    
36900      10         20790441.3941267    
36900      11         30012970.9704786    
36900      12         27716092.0207614    
36900      13         26115005.5492422    
36900      14         24660259.6328416    
36900      15         23326409.4393673    
36900      16         23053903.6091432    
36900      17         32397377.8073126    
36900      18         20984509.9854808    
36900      19         31906382.1755282    
36900      20         24575283.9377839    
36900      21         22680310.3235433    
36900      22         28622225.3714101    
36900      23         31312033.2597418    
36900      24         26231868.9352492    
36900      25         24803647.4515067    
36900      26         21892159.3957652    
36900      27         24737437.5783316    
36900      28         32174863.296282     
36900      29         22077178.2616593    
36900      30         29536171.6988775    
36900      31         25477393.3687226    
36900      32         23504106.344261     
37800      01         29280475.8606785    
37800      02         28779162.2409306    
37800      03         30161106.2842404    
37800      04         22886379.1812863    
37800      05         29242299.5012195    
37800      06         31191191.3945063    
37800      07         29264199.6275994    
37800      08         27499356.2387811    
37800      09         32193801.4301452    
37800      10         20731626.4189581    
37800      11         29741337.3075925    
37800      12         28169374.2261706    
37800      13         26510168.4057304    
37800      14         24139718.6337268    
37800      15         23681366.8364955    
37800      16         22842884.5809943    
37800      17         32581435.6968647    
37800      18         21257054.0555139    
37800      19         32168440.9231215    
37800      20         25109595.0979479    
37800      21         22684995.2615449    
37800      22         28142083.1718721    
37800      23         31222832.1593327    
37800      24         26117192.9336941    
37800      25         25345450.7103739    
37800      26         21935303.0639954    
37800      27         24187893.512224     
37800      28         31923056.445442     
37800      29         22385183.2903319    
37800      30         29489043.421884     
37800      31         25535212.0232172    
37800      32         22970485.4269164    
38700      01         29076563.0320878    
38700      02         28976799.6259189    
38700      03         29719199.3623563    
38700      04         22408401.3296045    
38700      05         29653022.7667262    
38700      06         31292336.8295508    
38700      07         29301825.0408315    
38700      08         26964320.0830568    
38700      09         32261907.0254223    
38700      10         20746288.9339732    
38700      11         29439302.8394986    
38700      12         28566781.9577742    
38700      13         26955314.1941072    
38700      14         23604518.8904393    
38700      15         24107476.7398689    
38700      16         22716600.8389042    
38700      17         32721942.4546788    
38700      18         21566973.8484332    
38700      19         32399429.7312612    
38700      20         25624957.2061262    
38700      21         22672869.0299124    
38700      22         27672758.0454049    
38700      23         31075252.0008433    
38700      24         25994922.0559985    
38700      25         25854202.3120287    
38700      26         22055573.0848352    
38700      27         23637008.8003756    
38700      28         31634647.5498613    
38700      29         22759887.2279341    
38700      30         29487391.9494726    
38700      31         25544242.1346905    
38700      32         22447312.3329312    
39600      01         28868221.4452722    
39600      02         29191002.4899046    
39600      03         29274272.8495007    
39600      04         21968303.0724691    
39600      05         30016513.0903761    
39600      06         31401726.0421368    
39600      07         29375209.1698616    
39600      08         26402955.2863606    
39600      09         32271886.4483003    
39600      10         20827122.5341483    
39600      11         29103632.1134868    
39600      12         28903765.0003096    
39600      13         27440291.886455     
39600      14         23067382.3791085    
39600      15         24594918.7719281    
39600      16         22674536.5671043    
39600      17         32813466.7562343    
39600      18         21902650.9509774    
39600      19         32592757.6025677    
39600      20         26115114.7085829    
39600      21         22648288.1447093    
39600      22         27221303.3419819    
39600      23         30868523.9552388    
39600      24         25876722.3232125    
39600      25         26320772.3929506    
39600      26         22243239.5951912    
39600      27         23096519.9800175    
39600      28         31317893.8752995    
39600      29         23196667.5864237    
39600      30         29531089.9092941    
39600      31         25499721.9874827    
39600      32         21949392.7916127    
40500      01         28650139.3118596    
40500      02         29423959.0118832    
40500      03         28833825.3730088    
40500      04         21578821.0618383    
40500      05         30332651.7199186    
40500      06         31519046.2361515    
40500      07         29477279.2896633    
40500      08         25823740.4353984    
40500      09         32221101.3766522    
40500      10         20964883.8157196    
40500      11         28731845.2641638    
40500      12         29177402.1620651    
40500      13         27953893.7216279    
40500      14         22542122.5281085    
40500      15         25132156.1841691    
40500      16         22712655.2121909    
40500      17         32851578.9730165    
40500      18         22253041.0720025    
40500      19         32742345.8836443    
40500      20         26575496.1760571    
40500      21         22617146.882133     
40500      22         26793740.0243777    
40500      23         30603395.7039864    
40500      24         25774501.7577196    
40500      25         26737669.0260837    
40500      26         22486299.8221197    
40500      27         22579339.1811421    
40500      28         30981772.5127265    
40500      29         23688542.1661036    
40500      30         29617827.1393782    
40500      31         25398750.4161212    
40500      32         21491840.5969477    
41400      01         28416919.1996474    
41400      02         29676417.760455     
41400      03         28404684.3201363    
41400      04         21252085.2187501    
41400      05         30602621.0346524    
41400      06         31642696.537472     
41400      07         29599598.3899075    
41400      08         25236635.1810336    
41400      09         32108321.9964281    
41400      10         21149093.1683931    
41400      11         28322420.162728     
41400      12         29386433.8414103    
41400      13         28484363.4885206    
41400      14         22043227.2437609    
41400      15         25706630.1976011    
41400      16         22823653.6273582    
41400      17         32832991.1798581    
41400      18         22608116.3433571    
41400      19         32842828.0539204    
41400      20         27003176.577168     
41400      21         22586656.8651508    
41400      22         26394800.8331863    
41400      23         30282134.681393     
41400      24         25699920.7762075    
41400      25         27099120.6629187    
41400      26         22771242.4313691    
41400      27         22099162.339731     
41400      28         30635719.7699074    
41400      29         24226578.9025175    
41400      30         29743239.5640747    
41400      31         25240403.275007     
41400      32         21089430.9414639    
42300      01         28163338.4154019    
42300      02         29947641.5007831    
42300      03         27992726.1375917    
42300      04         20998874.6639437    
42300      05         30828756.888        
42300      06         31769858.7336343    
42300      07         29732762.7850149    
42300      08         24652936.1767184    
42300      09         31933729.9111111    
42300      10         21368757.1775951    
42300      11         27874990.7237268    
42300      12         29531275.4358443    
42300      13         29019913.595249     
42300      14         21585346.473876     
42300      15         26305418.512225     
42300      16         22997457.5832837    
42300      17         32755637.3337026    
42300      18         22959137.2253153    
42300      19         32889731.661036     
42300      20         27396789.4617563    
42300      21         22565104.0872245    
42300      22         26027728.215083     
42300      23         29908453.7471226    
42300      24         25663854.8701441    
42300      25         27401101.3088171    
42300      26         23083806.004026     
42300      27         21669886.8486239    
42300      28         30289384.9238235    
42300      29         24800371.8509901    
42300      30         29901148.3622318    
42300      31         25025770.0419292    
42300      32         20755830.6243812    
43200      01         27884659.8735672    
43200      02         30235389.9444862    
43200      03         27602641.6436489    
43200      04         20827836.8354451    
43200      05         31014419.0032274    
43200      06         31896619.53769      
43200      07         29866802.2635234    
43200      08         24085016.7709325    
43200      09         31698893.9825162    
43200      10         21612993.5904859    
43200      11         27390509.3033439    
43200      12         29614020.8188914    
43200      13         29549116.9356853    
43200      14         21182632.6116074    
43200      15         26915772.4066056    
43200      16         23221882.5276201    
43200      17         32618766.8720517    
43200      18         23298868.0897823    
43200      19         32879635.3276289    
43200      20         27756405.2862114    
43200      21         22561482.0442808    
43200      22         25694147.8239744    
43200      23         29487444.199153     
43200      24         25675825.9144541    
43200      25         27641367.8560072    
43200      26         23409672.0114413    
43200      27         21304920.0379447    
43200      28         29952309.1408698    
43200      29         25398555.3023827    
43200      30         30083854.5558547    
43200      31         24758006.206166     
43200      32         20502749.8485725    
44100      01         27576873.9334325    
44100      02         30536024.2992321    
44100      03         27237739.2720887    
44100      04         20744790.9673404    
44100      05         31163792.5814484    
44100      06         32018137.422392     
44100      07         29991603.2106349    
44100      08         23545983.6306422    
44100      09         31406724.7731687    
44100      10         21871624.8351428    
44100      11         26871388.1614317    
44100      12         29638411.4232464    
44100      13         30061268.2448967    
44100      14         20848008.368497     
44100      15         27525570.6286399    
44100      16         23483359.352215     
44100      17         32422973.1195931    
44100      18         23621698.0522405    
44100      19         32810309.6158598    
44100      20         28083388.1838939    
44100      21         22585072.0080898    
44100      22         25394023.0509689    
44100      23         29025473.4921592    
44100      24         25743500.6563414    
44100      25         27819452.9100008    
44100      26         23735050.4094512    
44100      27         21016336.8862061    
44100      28         29633601.9992991    
44100      29         26009283.3230026    
44100      30         30282529.8027685    
44100      31         24442351.4831731    
44100      32         20339122.4791578    
45000      01         27236950.831084     
45000      02         30844674.2064282    
45000      03         26899810.2484827    
45000      04         20752188.1523945    
45000      05         31281698.8475524    
45000      06         32128878.206743     
45000      07         30097270.1752387    
45000      08         23049202.0441483    
45000      09         31061401.1019103    
45000      10         22135585.5310921    
45000      11         26321612.8928524    
45000      12         29609805.1327206    
45000      13         30546641.2073419    
45000      14         20592349.9834764    
45000      15         28123663.0229149    
45000      16         23767655.865083     
45000      17         32170211.7647474    
45000      18         23923684.0471154    
45000      19         32680830.5428143    
45000      20         28380233.8714843    
45000      21         22644945.0978873    
45000      22         25125710.7679422    
45000      23         28530027.7758498    
45000      24         25872224.3133471    
45000      25         27936690.1746375    
45000      26         24047154.0034754    
45000      27         20814022.1053597    
45000      28         29341589.0141273    
45000      29         26620668.5092065    
45000      30         30487607.5883401    
45000      31         24086126.3320377    
45000      32         20270405.7131811    
45900      01         26863050.0819706    
45900      02         31155442.7516635    
45900      03         26589077.4486535    
45900      04         20848877.1878047    
45900      05         31373404.5341187    
45900      06         32222822.5592588    
45900      07         30174463.0000114    
45900      08         22607699.6244933    
45900      09         30668279.2106767    
45900      10         22397247.9740673    
45900      11         25746844.4180107    
45900      12         29535068.6220934    
45900      13         30996688.4424603    
45900      14         20423744.1810724    
45900      15         28700093.8949799    
45900      16         24060532.5134697    
45900      17         31863823.1088188    
45900      18         24202558.2742758    
45900      19         32491670.117914     
45900      20         28650364.4623087    
45900      21         22749435.2252473    
45900      22         24886102.3902806    
45900      23         28009547.6410694    
45900      24         26064721.378796     
45900      25         27996157.1156153    
45900      26         24334539.9021965    
45900      27         20704851.5429332    
45900      28         29083445.4673559    
45900      29         27221158.0395993    
45900      30         30689166.2850865    
45900      31         23698683.628861     
45900      32         20298160.2103163    
46800      01         26454699.1507701    
46800      02         31461689.6712498    
46800      03         26304213.9170879    
46800      04         21030109.3089806    
46800      05         31444371.782299     
46800      06         32293737.6809091    
46800      07         30214704.8180623    
46800      08         22233459.8681229    
46800      09         30233763.1257904    
46800      10         22650649.8399949    
46800      11         25154437.9437649    
46800      12         29422474.7505168    
46800      13         31404179.7910566    
46800      14         20346876.0466343    
46800      15         29246266.8166623    
46800      16         24348281.112965     
46800      17         31508488.1557344    
46800      18         24457673.6406221    
46800      19         32244760.0169206    
46800      20         28897906.1264672    
46800      21         22905587.9869501    
46800      22         24670865.4410851    
46800      23         27473204.2224483    
46800      24         26320956.9424839    
46800      25         28002654.7435617    
46800      26         24587356.2144239    
46800      27         20692037.1482927    
46800      28         28864865.5778312    
46800      29         27799853.9877095    
46800      30         30877313.7841225    
46800      31         23291313.3586343    
46800      32         20419946.5010007    
47700      01         26012956.2420309    
47700      02         31756282.1287414    
47700      03         26042485.4287106    
47700      04         21287923.8605038    
47700      05         31500040.2716238    
47700      06         32335405.1550103    
47700      07         30210600.8135526    
47700      08         21936647.2921753    
47700      09         29765186.4492486    
47700      10         22891596.6218391    
47700      11         24553430.1026738    
47700      12         29281518.370993     
47700      13         31763288.0212293    
47700      14         20362667.4640581    
47700      15         29755035.3309167    
47700      16         24618169.2169596    
47700      17         31110174.9749107    
47700      18         24689946.2313848    
47700      19         31943544.0769845    
47700      20         29127472.6735701    
47700      21         23118657.7407747    
47700      22         24474727.2725528    
47700      23         26930662.0854458    
47700      24         26638173.8869609    
47700      25         27962625.6451934    
47700      26         24797542.6581653    
47700      27         20774791.0741734    
47700      28         28689769.9588621    
47700      29         28346747.6473371    
47700      30         31042509.4995558    
47700      31         22877062.8230188    
47700      32         20629599.7317371    
48600      01         25540524.389999     
48600      02         32031899.7782255    
48600      03         25799921.9042151    
48600      04         21611701.1328427    
48600      05         31545585.7553681    
48600      06         32341880.7755146    
48600      07         30156047.7252097    
48600      08         21724877.779221     
48600      09         29270607.457594     
48600      10         23117708.0943177    
48600      11         23954457.501123     
48600      12         29122674.7737582    
48600      13         32069652.9639944    
48600      14         20468260.6007895    
48600      15         30220742.8630085    
48600      16         24858773.4983174    
48600      17         30676085.3696129    
48600      18         24901727.630691     
48600      19         31592966.7061796    
48600      20         29343894.0191626    
48600      21         23391693.2759301    
48600      22         24291822.484664     
48600      23         26391767.8025374    
48600      24         27011105.8229914    
48600      25         27884031.2069774    
48600      26         24958918.0153429    
48600      27         20948330.152481     
48600      28         28560086.8226137    
48600      29         28852923.549333     
48600      30         31175866.322231     
48600      31         22470445.3574112    
48600      32         20917843.3148537    
49500      01         25041826.4077129    
49500      02         32281291.5575609    
49500      03         25571599.4434354    
49500      04         21988891.4594699    
49500      05         31585681.2753683    
49500      06         32307699.6516849    
49500      07         30046360.8044446    
49500      08         21602539.4187776    
49500      09         28758619.9719109    
49500      10         23328381.3716396    
49500      11         23369559.732077     
49500      12         28957132.0493152    
49500      13         32320368.8040515    
49500      14         20657320.5993199    
49500      15         30639213.7663832    
49500      16         25060219.6748063    
49500      17         30214521.6249824    
49500      18         25096642.3877784    
49500      19         31199447.0790581    
49500      20         29551981.5825741    
49500      21         23725297.8699924    
49500      22         24116060.4917252    
49500      23         25866245.3190239    
49500      24         27432355.2258018    
49500      25         27776203.4273443    
49500      26         25067271.4270676    
49500      27         21204250.0936233    
49500      28         28475612.9111009    
49500      29         29310728.7848146    
49500      30         31269396.1768716    
49500      31         22087048.6630695    
49500      32         21273074.8661118    
50400      01         24523053.482698     
50400      02         32497540.0624098    
50400      03         25351944.6788686    
50400      04         22405757.4538644    
50400      05         31624309.4957892    
50400      06         32228107.2910336    
50400      07         29878406.4503745    
50400      08         21570404.4211503    
50400      09         28238121.4610591    
50400      10         23524705.3270989    
50400      11         22811880.635719     
50400      12         28796398.7053423    
50400      13         32513977.9525667    
50400      14         20920628.2258189    
50400      15         31007732.1352278    
50400      16         25214357.9633309    
50400      17         29734739.284168     
50400      18         25279408.8559729    
50400      19         30770811.8477618    
50400      20         29756252.0838019    
50400      21         24117502.1449436    
50400      22         23941471.5090444    
50400      23         25363339.6287061    
50400      24         27892821.3015244    
50400      25         27649607.7665059    
50400      26         25120398.0001433    
50400      27         21531168.2631573    
50400      28         28434024.578976     
50400      29         29713872.4923014    
50400      30         31316180.9790806    
50400      31         21742939.098141     
50400      32         21682260.9869312    
51300      01         23992146.4215295    
51300      02         32674268.41716      
51300      03         25135092.6332399    
51300      04         22848099.4510899    
51300      05         31664540.0299646    
51300      06         32099214.1910811    
51300      07         29650639.7101248    
51300      08         21625458.6915485    
51300      09         27718030.345346     
51300      10         23709310.4835761    
51300      11         22295221.7926587    
51300      12         28651895.7017       
51300      13         32650407.6642721    
51300      14         21246841.4977326    
51300      15         31324958.9570016    
51300      16         25314892.6441838    
51300      17         29246759.6877679    
51300      18         25455605.507199     
51300      19         30316166.1166602    
51300      20         29960708.9544499    
51300      21         24563860.3992529    
51300      22         23762568.5210417    
51300      23         24891436.6514681    
51300      24         28382233.4973542    
51300      25         27515575.5545383    
51300      26         25118111.1605708    
51300      27         21915532.3497598    
51300      28         28430938.0698368    
51300      29         30057523.4217607    
51300      30         31310550.9791757    
51300      31         21453924.0229399    
51300      32         22131797.7958511    
52200      01         23458736.9382442    
52200      02         32805844.8580002    
52200      03         24915225.1989938    
52200      04         23301856.1749341    
52200      05         31708422.2195957    
52200      06         31918178.5628568    
52200      07         29363158.4961807    
52200      08         21761118.14413      
52200      09         27207018.1396426    
52200      10         23886167.5760579    
52200      11         21833458.1423309    
52200      12         28534473.5460419    
52200      13         32730926.2068578    
52200      14         21623351.4482491    
52200      15         31590885.8511121    
52200      16         25357463.2616861    
52200      17         28761109.0726662    
52200      18         25631382.4942863    
52200      19         29845710.485537     
52200      20         30168610.3088378    
52200      21         25057698.6285314    
52200      22         23574633.9227241    
52200      23         24457716.3740067    
52200      24         28889621.6593433    
52200      25         27385925.2353344    
52200      26         25062255.3688295    
52200      27         22342508.8785555    
52200      28         28460144.0122744    
52200      29         30338372.6740129    
52200      30         31248173.0228769    
52200      31         21234697.1812147    
52200      32         22608245.1945545    
53100      01         22933975.7061686    
53100      02         32887532.6618714    
53100      03         24686922.2541748    
53100      04         23753599.5992889    
53100      05         31756842.6793332    
53100      06         31683325.5481505    
53100      07         29017688.1378625    
53100      08         21967685.5433374    
53100      09         26713176.8652539    
53100      10         24060333.3001878    
53100      11         21439789.7796859    
53100      12         28453917.5909033    
53100      13         32758003.4333865    
53100      14         22037074.8040616    
53100      15         31806697.5081479    
53100      16         25339714.4925764    
53100      17         28288515.0283562    
53100      18         25813160.8728922    
53100      19         29370500.9116891    
53100      20         30382297.6993399    
53100      21         25590470.0319072    
53100      22         23374014.4202883    
53100      23         24067811.7772309    
53100      24         29403804.4250191    
53100      25         27272544.055429     
53100      26         24956664.7203573    
53100      27         22796770.3620638    
53100      28         28513869.1996589    
53100      29         30554676.7965792    
53100      30         31126132.8308674    
53100      31         21097861.5118067    
53100      32         23098929.5795502    
54000      01         22430286.715741     
54000      02         32915622.3404319    
54000      03         24445476.1694843    
54000      04         24190919.3924707    
54000      05         31809515.9254108    
54000      06         31394265.7360001    
54000      07         28617573.3094697    
54000      08         22233039.132812     
54000      09         26243721.4243051    
54000      10         24237651.6197214    
54000      11         21125888.5871936    
54000      12         28418463.0345263    
54000      13         32735232.7113661    
54000      14         22475150.9534189    
54000      15         31974675.9610776    
54000      16         25261338.925949     
54000      17         27839545.2349431    
54000      18         26007295.3999562    
54000      19         28902125.4727896    
54000      20         30603051.6484434    
54000      21         26152213.3724674    
54000      22         23158335.4823707    
54000      23         23725551.2276548    
54000      24         29913791.1069306    
54000      25         27186892.1925141    
54000      26         24807123.4139368    
54000      27         23263188.8613436    
54000      28         28583150.8864044    
54000      29         30706278.2978095    
54000      30         30942992.1362145    
54000      31         21053018.1886163    
54000      32         23592384.0700633    
54900      01         21960980.514089     
54900      02         32887523.8017894    
54900      03         24187188.2323744    
54900      04         24602695.8167183    
54900      05         31864964.9198273    
54900      06         31051974.5636172    
54900      07         28167712.7909803    
54900      08         22543427.6631855    
54900      09         25804684.0123348    
54900      10         24424405.5690847    
54900      11         20901041.3796212    
54900      12         28434341.0638737    
54900      13         32667154.2744755    
54900      14         22925484.2380367    
54900      15         32098055.6456164    
54900      16         25124112.3826664    
54900      17         27424187.5839606    
54900      18         26219696.7315055    
54900      19         28452305.8337646    
54900      20         30831002.8277349    
54900      21         26732037.6475657    
54900      22         22926690.8387818    
54900      23         23432768.8016079    
54900      24         30409122.5447374    
54900      25         27139464.8938013    
54900      26         24621277.4398228    
54900      27         23727402.8520232    
54900      28         28658211.5111543    
54900      29         30794606.9122995    
54900      30         30698779.1258471    
54900      31         21106011.8518861    
54900      32         24078643.0113107    
55800      01         21539716.1849647    
55800      02         32801845.6459446    
55800      03         23909618.1219884    
55800      04         24979304.7636375    
55800      05         31920598.9741545    
55800      06         30658854.3945782    
55800      07         27674469.7802823    
55800      08         22884253.9659559    
55800      09         25400657.9186159    
55800      10         24626937.6202185    
55800      11         20771354.7441382    
55800      12         28505426.9891383    
55800      13         32559104.6258482    
55800      14         23377171.9414159    
55800      15         32180869.9730993    
55800      16         24931911.1597678    
55800      17         27051402.7079202    
55800      18         26455503.5208488    
55800      19         28032453.2223326    
55800      20         31065117.9748095    
55800      21         27318595.6762722    
55800      22         22679771.9454233    
55800      23         23189249.9046448    
